[00:03] Hello 大家好,我是小骏
[00:04] 2026年除了嘉宾访谈
[145:39] 这会产生什么后续的影响
[145:42] 中国团队对于机器人大脑会追回来吗
[145:46] 从我的判断
[145:47] 因为我们其实服务的客户足够多
[145:50] 我认为很有可能会追回来
[145:53] 我举个例子
[145:54] 千问其实是现在可能最好的开源的大模型
[145:58] 对吧
[145:59] 所以我认为就是说
[146:00] 国内的大模型的能力
[146:02] 我认为是极高的
[146:03] 且他们在这儿
[146:04] 我觉得做的决心是足够高的
[146:06] 嗯
[146:07] 他们的基建
[146:08] 我觉得是足够好的
[146:09] 同时呢
[146:10] 我觉得这会儿的人才密度也是足够高的
[146:13] 我觉得更多的是因为
[146:15] 由于可能国内的大厂
[146:17] 之前的时候
[146:18] 可能重心还是在大模型
[146:20] 大元模型
[146:21] 他一定要把这些事给争下来
[146:23] 我觉得现在这件事呢
[146:25] 他们已经开始把他们的资源
[146:27] 开始去放到巨深这块了
[146:29] 所以我认为可能
[146:31] 咱们可以看到不少这块的一个提升
[146:33] 为什么过去三到六个月
[146:35] 他们开始往巨深上转
[146:37] 资源
[146:38] 他们看到什么迹象端倪
[146:39] 其实我觉得还不是过去三到六个月
[146:41] 我
[146:43] 可能是过去的我觉得
[146:45] 就小一年的时间
[146:46] 对
[146:47] 我认为可能更多的是
[146:49] 一就是说
[146:50] 大模型这边
[146:51] 我觉得可能
[146:52] 相对趋势比较明确了
[146:54] 所以他们有精力往这边投了
[146:57] 二的话呢
[146:58] 我认为
[146:59] 可能确实也是看到了
[147:01] 就是说
[147:02] 咱们现在就是
[147:03] 我认为这儿有一个核心逻辑
[147:05] 就是你到底是
[147:06] 本体相关的数据
[147:07] 还是本体无关的数据
[147:08] 如果这件数据一定是本体来的
[147:10] 我觉得大模型商是很难完全介入的
[147:13] 对吧
[147:14] 那它最好的方式就是
[147:15] 跟一个本体商去合作
[147:16] 对吧
[147:17] 那如果这个数据的核心
[147:19] 是本体无关的数据
[147:20] 那我觉得这就是妥妥的
[147:22] 大模型公司的聚会
[147:23] 对所以我觉得这个是一个
[147:24] 可能整个行业
[147:26] 我觉得逐步开始想清楚的一件事
[147:29] 谁会是robotics领域的open AI
[147:33] 我觉得首先
[147:34] open AI可能
[147:35] 也还会是robotics open AI
[147:38] 因为他们其实
[147:39] robotics团队
[147:40] 其实还是很强的一个团队
[147:42] 我觉得一定不能小区
[147:43] 我觉得Dmind
[147:44] 我觉得绝对可能还是大模型的Dmind
[147:47] 对我觉得他们是一个极其的稳
[147:49] 我觉得极其极其优秀的团队
[147:52] 对
[147:53] 我觉得英伟达
[147:54] 我觉得是很有希望的
[147:56] 我觉得是很有希望的
[147:57] 因为我觉得
[147:58] 英伟达对物理AI是极其极其重视的
[148:01] 我觉得Jim的团队
[148:03] 我觉得明宇的团队
[148:04] 我觉得都是足够强的团队
[148:06] 而且资源我觉得是给够的团队
[148:08] 我觉得在国内的话
[148:09] 我觉得可能字节
[148:10] 我觉得可能阿里的签问
[148:12] 从我角度
[148:13] 我觉得可能都是极其优秀的
[148:15] 你不看好马斯克
[148:17] 我觉得XAI是有机会的
[148:19] 但是马斯克
[148:20] 其实他现在的focus是
[148:23] 他的本体的硬件
[148:25] 他其实我觉得一个是XAI
[148:27] 可能现在还是在一个大模型
[148:29] 对吧他还是要把重心
[148:30] 再把大模型给做好
[148:31] 他那场仗没有打赢
[148:32] 对没错
[148:33] 没错
[148:34] 他可能XAI最关键的事
[148:36] 而他的
[148:37] 他既然有一个本体优势
[148:38] 我觉得这个优势是别人没有的优势
[148:40] 就是他本体的硬件优势
[148:42] 他一定要把它发挥到极致
[148:43] 对吧
[148:44] 所以我觉得这个是特斯拉现在
[148:46] 这个机器人的重心
[148:48] 所以我觉得这两个
[148:49] 其实现在两边还没有完完全全的
[148:51] 回到一起去
[148:52] 你觉得机器人大脑现在的路线有分歧吗
[148:55] 他收敛了没有
[148:56] 我并不认为完全收敛
[148:58] 我认为就是说
[149:00] 其实就是刚才咱们提到的这个
[149:03] 模型机数据这件事
[149:05] 我认为可能就是说机器人大脑的架构
[149:08] 可能这件事还并没有完完全全的收敛
[149:11] 那当然我觉得在已有的架构上
[149:13] 已经有一些skilling out的端倪
[149:16] 是基于非本体
[149:17] 就是本体无关的数据
[149:18] 仿真和人类数据去产生的
[149:20] 那当然就是说这个大脑架构
[149:22] 是否可以进一步的去演化
[149:24] 它该如何更有效的去利用到世界模型等等
[149:28] 我觉得这个还是一个研究问题
[149:30] 就在这儿我觉得还有一定的研究问题需要被解决
[149:32] 我们现在有很多的新词
[149:35] 包括世界模型
[149:36] 包括空间智能
[149:37] 然后包括物理世界的AI
[149:40] 这些都在讲一个事情吧
[149:41] 还是相似的事情
[149:42] 给大家解释一下这些新的概念
[149:44] 对我觉得它们其实还不太一样
[149:47] 我觉得物理世界的AI
[149:49] 可能更多的指的是
[149:51] 能够在物理世界去行动的这些的模型
[149:54] 那么我认为可能主要包括就是自动驾驶
[149:56] 和巨神智能
[149:58] 这个我觉得是一个对物理AI的一个定义
[150:01] 那
[150:02] 当然就是说我觉得空间智能的话呢
[150:05] 我觉得它其实更多的还是
[150:07] 关注在这个
[150:09] 就是3D的这个空间
[150:11] 视觉
[150:12] 然后是否可以去
[150:14] 有效的不只是重建
[150:16] 更多是生成
[150:17] 这个3D的这个空间
[150:19] 以及基于它去进行相应的一些预测
[150:22] 那我觉得世界模型可能更多的是
[150:24] 就你对物理世界有足够好的一个理解能力
[150:27] 以及一个预测能力
[150:29] 但是可能你欠缺对它的一个行动能力
[150:32] 我觉得大概是这样的一个区别
[150:34] 我们今天因为主要的话题是数据
[150:36] 那你觉得如果在数据里面
[150:37] 只解决一个最关键的问题
[150:39] 它就能实现大幅的跃升
[150:41] 你觉得会是什么问题
[150:42] 我觉得如果是巨神的话
[150:44] 我觉得可能现在最关键的问题是评测
[150:48] 就是评测的规模化
[150:49] 我觉得这个是最核心的问题
[150:51] 为什么这么说呢
[150:53] 因为其实我觉得现在
[150:56] 就是本体无关的数据的预训练的通路
[151:00] 和skilling log就已经出现了
[151:02] 那我认为在评测上其实现在是一个卡口
[151:05] 就这块是一个真正的卡口
[151:07] 就是如果这个解决不了
[151:08] 我认为大家很难去衡量自己智能的提升
[151:12] 这个是一个核心
[151:14] 对那在这我觉得就是刚才如我所说
[151:16] 我觉得可能一定要去把真正的
[151:19] 仿真的规模化的评测给它打造好
[151:23] 我觉得这块会是一个所有人都需要的一个能力
[151:26] 那如果是大圆模型呢
[151:27] 它数据问题应该解决最关键的一个问题是什么
[151:30] 大圆模型
[151:31] 大圆模型我其实认为
[151:34] 可能也是在评测和这个后续链端
[151:38] 那它其实很多现在agent
[151:40] 可能需要的是一个是更好的一个评价能力
[151:43] 那么其实现在遇到的一个问题是什么呢
[151:45] 就是说摸高一尺到高一丈
[151:48] 就是当你模型能力提升了以后
[151:50] 你需要更加牛的人
[151:52] 去提供更加好的反馈
[151:55] 或者去制定更加难的考题
[151:58] 就更加有效的评测指标
[152:00] 所以我觉得这个其实是现在
[152:02] 可能大圆模型遇到的最大的问题
[152:04] 它其实是
[152:05] 它本质来讲是卷越来越高阶的评价指标
[152:10] 你觉得到哪一天数据问题会彻底不重要了
[152:13] 我其实最早啊
[152:14] 就是我认为会有一天
[152:16] 数据问题不重要
[152:17] 可能是比方说15年
[152:19] 可能20年
[152:20] 可能会有一天数据不是一个问题
[152:23] 但是我现在越来越思考就是说
[152:25] 我就从第一性原理去思考人
[152:27] 你说人什么时候不愿意去读书了
[152:29] 或者人什么时候不愿意去学习了
[152:31] 我其实觉得人可能越优秀
[152:34] 越希望去提升自己
[152:36] 他只不会变成就是说
[152:38] 从向别人学习
[152:40] 变成与自己去对标
[152:42] 与自己的昨天去对标
[152:44] 与自己今天去
[152:45] 今天早上去对标
[152:46] 对吧
[152:47] 他会更加饥渴的去摄取到更多的知识
[152:49] 但这些知识呢
[152:50] 可能有的时候
[152:51] 可能书本已经不够了
[152:53] 那他可能需要去
[152:55] 在真实的世界
[152:56] 去实践
[152:58] 去遇到理性问题
[152:59] 去遇到一些挫折
[153:00] 然后拿到一些反馈
[153:01] 来不断的激励自己
[153:03] 更好的去提升
[153:04] 所以我其实认为
[153:05] 可能智能越强
[153:07] 我现在的观点
[153:08] 跟之前我觉得其实有些变化的
[153:09] 我现在的观点是
[153:10] 我认为智能越强
[153:12] 其实它对于知识的
[153:14] 即可程度会越高
[153:15] 对于数据的即可程度会越高
[153:18] 但他可能就不想向外学习
[153:21] 他可能是自我学习
[153:22] 是的
[153:23] 我极同意
[153:24] 我觉得就是说
[153:25] 到了终局可能
[153:27] 整体上来讲
[153:28] 就跟马斯克说的
[153:29] 人可能就在一个仿真里头
[153:31] 就是他可能就是在自己的
[153:34] 这个咱们给他设定的
[153:36] 一些仿真的环境里头去
[153:38] 基于他自己去设定的一些成功指标
[153:41] 他不断的去训练他自己的内功
[153:43] 我觉得可能会有那么一天
[153:45] 当AI开始向AI学习
[153:47] 那Data Factory是不是就消失了
[153:49] 我同意这个点
[153:50] 就是说我认为Data Factory
[153:52] 它不是一个低性的一个需求
[153:55] 我认为知识或者说
[153:57] 人类对于
[153:58] 学习的渴求
[153:59] 它是一个低性的一个需求
[154:01] 对
[154:02] 那么我认为Data Factory
[154:03] 它还是一个偏量范式的
[154:06] 大规模的一个产生量范式的
[154:09] 相对标准化知识的一个路径
[154:11] 我认为这个路径
[154:12] 可能很快就会不需要
[154:14] 那你们不就消失了
[154:16] 我们不是Data Factory
[154:17] 我们我认为还是一个
[154:19] 以系统驱动的
[154:20] 以系统为中心的
[154:21] 以评测为中心的
[154:23] 通过帮助客户的模型发现问题
[154:27] 并且基于这些有效的反馈和经验
[154:31] 帮助他们去提升的一套的能力
[154:33] 对吧
[154:34] 这套能力包括示范
[154:36] 也包括仿真的这些环境
[154:39] 到终局的时候很有可能
[154:42] 所有的人都不用我的数据
[154:43] 但都用的仿真的环境
[154:45] 在里头去用RL
[154:46] 不断地修炼内功
[154:48] 我觉得可能会有那么一天
[154:49] AI会不会不需要这个
[154:51] 你觉得AI需要吗
[154:52] 如果它足够强大
[154:53] 它需要一个教育系统吗
[154:55] 我觉得到最后
[154:56] 可能不是一个教育系统
[154:57] 可能是一个环境
[154:59] 对吧
[155:00] 这个环境就说有点类似于
[155:01] 就是说人在这个社会上
[155:03] 他去学习
[155:04] 他总需要一个环境
[155:05] 无论是一个
[155:06] 比方说偏数字的一个环境
[155:08] 或者偏物理的一个环境
[155:10] 他都要在这样一个场景下去
[155:12] 自我的去提升
[155:13] 对吧
[155:14] 这个场景这个环境
[155:15] 其实本质上来讲
[155:16] 可能是我们终局
[155:17] 去提供给我们客户的
[155:19] 那就有点类似于
[155:20] 咱们去看大圆模型的学习
[155:22] 其实现在有很多的
[155:24] 就比方scale
[155:25] 比方说
[155:26] 等等给他们提供的是一个
[155:28] 叫RLinf
[155:29] 刚才我提到就是
[155:30] 一个服务强化学习的一个环境
[155:33] 对吧
[155:34] 那么让这个模型在里头
[155:35] 自己的去修炼内功
[155:36] 我认为这个是一个
[155:37] 可能最终极的一个需求
[155:40] 你说像爱因斯坦
[155:41] 这样的人的环境是什么
[155:42] 爱因斯坦
[155:43] 我觉得他可能有很多的是
[155:45] 在他的大脑里头去构建了
[155:49] 很多的思考前提
[155:52] 首先他可能有一些
[155:54] 他对于物理的
[155:55] 这个基础
[155:56] 基础的这个认知
[155:57] 对吧
[155:58] 然后基于这些基础的认知
[155:59] 基于这些基础的这些定理
[156:01] 他去构建了很多的思考实验
[156:03] 思考实验某种层面上
[156:04] 咱们可以给他理解为仿真
[156:06] 对吧
[156:07] 他其实很多的
[156:08] 这个广义相对论
[156:09] 狭义相对论
[156:10] 他可能都是
[156:11] 在他自己的
[156:12] 大脑里头的思考实验
[156:14] 去试错
[156:16] 去想出来的
[156:18] 那么本质上来讲
[156:20] 我认为如何去构造
[156:21] 这样一个思考实验
[156:22] 你可能需要一些物理
[156:25] 你需要一些光顶
[156:26] 就是一些限制条件
[156:28] 对吧
[156:29] 你需要足够多的这些环境
[156:30] 来帮助他在里头
[156:32] 去进行足够多的
[156:35] 就是我觉得可能大规模的实验
[156:38] 你觉得仿真是你
[156:39] 就是我们开始聊到
[156:40] 那个你一直想寻找
[156:42] 但是以前没有找到
[156:44] 现在找到的那个
[156:46] 方向吗
[156:47] 我觉得
[156:48] 对
[156:49] 我觉得仿真是这个
[156:50] 因为我认为仿真是
[156:52] 真正能够去解决
[156:54] 聚身数据问题的基石
[156:57] 或者说我认为仿真是
[156:59] 整个这个聚身智能
[157:01] 它对于这个学习
[157:03] 所需要的这个前提条件
[157:05] 那当然就是说
[157:07] 我觉得仿真
[157:09] 就是alone
[157:10] 就是单独是仿真
[157:11] 当然我觉得单独仿真
[157:13] 可能并没有办法
[157:14] 完全解决这个问题
[157:16] 我认为它需要是一个
[157:17] 刚才我提到的一个金字塔
[157:19] 那它是一个以仿真为中心
[157:22] 但并不是一个
[157:23] 仿真为一的一套的一个系统的能力
[157:28] 好了今天的节目就是这样
[157:48] 这里是商业访谈录
[157:50] 是一档由语言及世界工作室出品的
[157:53] 深度访谈节目
[157:54] 你可以到公众号
[157:55] 关注我们的工作室
[157:56] 获取更多的信息
[157:58] 我们的公众号是
[157:59] 语言及世界
[158:00] language is world
[158:02] 我们希望和你一起
[158:04] 从这里探索新的世界
