[00:06] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:10] 这是一档由语言级世界工作室出品的深度访谈节目
[182:33] 所以其實濤哥很多時候給我們是一些非常宏觀的一些
[182:36] 一些建議但是很快都能落下去
[182:37] 比如剛才講的 wide research
[182:39] 也是濤哥在飛機上
[182:40] 就是他綜合了很多不同的想法之後
[182:42] 我們一起討論出來
[182:43] 對然後像更多的像這個比如就 marketing 這邊呢
[182:46] 我們可能覺得
[182:47] 我們正在有一個
[182:48] 比較大的思想的轉變
[182:50] 之前
[182:50] 或者過去一年中
[182:51] 我們經常覺得manus是一個
[182:54] manus的增長是我們叫內部開放
[182:55] 叫踩著西瓜皮
[182:57] 就是其實我們幾乎就沒有什麼
[182:59] 定向的增長的動作
[183:00] 這可能也是我們剛才講的
[183:01] 就是讓用戶自發選擇的一個負面作用
[183:04] 就說我們從沒有引導過
[183:05] 或者說我們想獲取哪一類的用戶
[183:07] 完全就是什麼用戶用我們就服務他們
[183:10] 但實際上如果你從一個
[183:11] 獲客和增長的角度來看的話
[183:13] 這樣好像不是非常的主動
[183:14] 或者說不是非常的可控
[183:16] 所以我們覺得就是
[183:17] 我們接下來有一個轉變就是
[183:18] 可能更多由產品驅動
[183:20] 踩西瓜皮變成一個
[183:22] 我們服務我們的
[183:24] 增長去做很多的功能性質的東西
[183:26] 這是一個比較大的一個變化
[183:27] 對然後像
[183:29] 內部運營的話
[183:30] 我覺得這一直都是貫穿始終的
[183:32] 沒有什麼跟別的公司有特別不一樣的點吧
[183:35] 產品和模型誰的話語權更大
[183:36] 產品和技術在你們公司
[183:38] 產品跟技術我覺得是這樣
[183:39] 就是我們首先明白
[183:41] 技術是要服務於產品的
[183:43] 但是技術基本對很多事是有一票的否決權
[183:46] 比如說就是剛才講到比如說
[183:48] 產品可能會有一些非常
[183:49] 誘人的快操
[183:50] 猛的做法
[183:51] 像剛才講到的就是一些事情
[183:52] 你是否要放棄純選一陣這個想法
[183:54] 而採用一種
[183:55] 一個快速的一種fix
[183:57] 那這種情況無論是我還是技術
[183:58] 都會站出來直接阻止這件事發生
[184:00] 那你們大概是產品兩票
[184:01] 就是Red和張濤
[184:04] 然後你和潘潘是技術兩票
[184:06] 不我們非常反對投票這個概念
[184:09] 因為我覺得投票這件事其實是在異化團隊
[184:12] 就是因為如果不同的觀點的話
[184:14] 那大家可能會為自己的觀點去服務
[184:16] 你應該看的是目標而不是
[184:18] 就是投票的一個手段
[184:19] 嗯大家如果目標是
[184:20] 都是一致的話
[184:21] 那你一定能去達成一個共識
[184:23] 但不是通過
[184:23] 只是明確的去站隊去投票
[184:26] 所以我們幾乎不會搞投票這個事
[184:27] 你們就是討論
[184:28] 對誰會更強勢一些呢
[184:30] 呃其實討論的過程中沒有人強勢
[184:32] 但我們會期待Red來做一個
[184:33] 最終的一個拍板
[184:35] 所以討論的價值
[184:36] 我覺得不是說討論出一個結果
[184:38] 而是說更多的人提供出更多的方案
[184:40] 就我剛才講的alternatives
[184:41] 就是一件事
[184:42] 其實如果目標是確定的話
[184:44] 你有越多的可選方案越好
[184:46] 不一定是就是
[184:47] 你要想辦法想出一個最高質量的
[184:49] 要不然的話
[184:50] 你供給大家做決策的選項都不夠多
[184:53] 現在這個公司是100人
[184:54] 之前兩公司的團隊大概規模多大
[184:57] 我以前帶過最大的團隊也就10個人左右
[185:00] 第二家公司10個人
[185:01] 是的
[185:02] 你覺得
[185:04] AI時代的公司的組織方式和協作方式發生變化
[185:07] 就是組織
[185:07] 嗯
[185:08] 組織有沒有變化
[185:09] 我覺得組織的話
[185:10] 變化其實可能沒有大家想像中那麼大
[185:13] 但反而組織中多了很多的AI
[185:15] 這其實也是我們比較在主動引導的一件事
[185:18] 就是像我們公司有一個
[185:19] 呃
[185:20] 很優厚的一個條件就是說
[185:21] 如果你使用任何AI產品不只是Manasol
[185:23] 比如說你使用別的第三方的AI產品
[185:25] 我們都盡量全都報銷
[185:27] 我們非常鼓勵就是程序員
[185:28] 比如用各種coding的agent
[185:29] 然後對於非程序員的話
[185:30] 你有各種能提效的工具
[185:32] 你都全都可以使用
[185:33] 因為我們覺得作為一個AI公司
[185:34] 你首先點員工去了解
[185:35] 現在到底發生了什麼
[185:37] 業界的前沿是什麼東西
[185:38] 所以我們覺得與其說是整體的
[185:40] 就組織結構變化
[185:42] 不是發現更多的人可能讓他自己有了兩倍
[185:44] 十倍的生產力的提升
[185:46] 但他並沒有
[185:46] 還沒有到一種就是
[185:48] AI能夠替代哪些崗位的一個狀態
[185:51] 你是不是不喜歡管人啊
[185:52] 我非常不喜歡管人
[185:53] 我一開始就說了這一點
[185:54] 我覺得管人很痛苦
[185:56] 你為什麼不喜歡管人
[185:57] 就是人的這個複雜度比AI還要高
[186:00] 而且就是人的複雜度其實是怎麼說呢
[186:03] 會隨著人數增加
[186:05] 還是指數級增長的一個複雜網絡
[186:07] 但其實程序你寫的好的話
[186:09] 你有足夠好的這個設計模式的話
[186:11] 整體的複雜性的增長是可控的
[186:13] 我覺得你性格很開朗
[186:14] 你為什麼不喜歡管人
[186:16] 因為你除了覺得人複雜還有什麼原因嗎
[186:18] 我覺得就是它是很佔用我的帶寬的
[186:22] 因為我覺得就是我的體力其實挺差的
[186:24] 沒看出來
[186:26] 我只是跟你聊的時候能聊得比較多
[186:28] 但其實我體力是挺差的
[186:29] 就是如果我一天我把更多的時間花在了
[186:31] 就是管人或者說廣義的
[186:33] 非技術層面的事的話
[186:34] 我每天我的有效的輸出就會變得少很多
[186:38] 而現在的話就是我認清了一件事就是
[186:40] 與其去彌補自己
[186:42] 或者去補強自己哪方面的能力
[186:43] 不如把這方面能力外包出去
[186:46] 還是自己做最擅長的事情
[186:47] 是的是的
[186:48] 要不然不值得
[186:49] 你覺得AI時代能幫助人更好地做人嗎
[186:53] 我覺得一定是可以的
[186:54] 就是如果用一個最極端的想法來講就是
[186:58] 我們不喜歡的事都被AI所取代的話
[187:01] 那剩下的東西其實就是人自己
[187:04] 對吧就是
[187:04] 很多時候大家對AI的恐懼有點像
[187:07] 比如說當年
[187:08] 紡織機被發明出來之後
[187:10] 他們會擔心說
[187:11] 如果有那麼多紡織機團
[187:13] 那紡織女工是不是都要下崗了
[187:15] 但實際上確實是
[187:16] 很多人不再做紡織女工
[187:18] 讓他們獲得了全新的工作和全新的生活
[187:20] 對吧
[187:20] 甚至你也解放了很多東西
[187:22] 我覺得現在就是
[187:23] 大家對AI的這種恐懼和人的取代的
[187:26] 核心恐懼在於你AI用的不夠多
[187:28] 我覺得就是像以前比如有了汽車
[187:30] 你能去更遠的地方
[187:32] 在十年前你可能要學會用電腦
[187:33] 才能找到更好的工作
[187:35] 現在就是學會跟AI共處之後
[187:37] 其實沒有那麼多的恐懼
[187:39] 反而是給你解放了更多人的一面
[187:41] 你對於十年後的Agent
[187:43] 或者AI的世界有什麼想像
[187:44] 我不敢想像
[187:46] 因為我覺得我們的視野
[187:48] 是三個月的視野
[187:49] 三個月後呢
[187:50] 三個月後我覺得就是
[187:51] 首先就是大家在Proactiveness這件事上
[187:54] 會有很大的一個進展
[187:56] 就是頭一次可能讓
[187:58] 人跟AI交互的時長變短
[188:00] 但是產出價值變高
[188:02] 第二呢
[188:04] 第二的話
[188:05] 我決定還能看見一次較大的成本降低
[188:09] 這可能像Cloud Opus 4.5
[188:10] 已經給大家一點曙光
[188:12] 你怎麼看現在的大模型產品的
[188:15] SOTA的排名一直在變
[188:17] 我覺得這個是一個
[188:18] 比較意料之外的一個事情
[188:20] 就是因為國內或者說開源呢
[188:22] 我們先不說吧
[188:23] 就說像國外這個頭三名
[188:25] 就是OpenAI Anthropik跟Gemini
[188:28] 他們其實之間我一開始預期是
[188:31] 可能有人會掉隊
[188:33] 因為當時我是用一種
[188:34] 比較樸素的思想在想
[188:36] 就是到底誰掌握硬件
[188:37] 或者誰掌握Scaling
[188:39] 但目前來看可能就是
[188:40] 因為大家還是在一個比較
[188:42] 比較分化比較Diverse的方向在努力
[188:45] 但是實際上你的這個排名之後
[188:47] 衡量的其實是一個綜合的一個體驗
[188:48] 所以如果你仔細看的話
[188:49] 他們可能其實是通過一些長板
[188:52] 來拉出了一個平均值較高
[188:55] 所以我覺得這個是
[188:56] 確實跟想像中不太一樣
[188:57] 但是這個事這麼看來
[188:58] 可能也會再持續一段時間
[189:00] 你覺得模型的競爭什麼時候可以看到終點
[189:02] 我也沒有終點
[189:03] 模型的競爭沒有終點
[189:04] 這也是為什麼我不做模型
[189:07] 產品的競爭有終點
[189:09] 產品的競爭也是沒有終點
[189:12] 什麼時候會有一個相對的穩態
[189:15] 移動互聯網可能到什麼時候穩態
[189:17] 就是當真正已經
[189:19] 用戶的時間被瓜分完了之後
[189:22] 出現了移動互聯網的穩態
[189:23] 可以這麼說嗎
[189:24] 好像是 對
[189:25] 但是我覺得現在
[189:28] AI的有限資源是什麼
[189:30] AI目前至少我們努力的方向是
[189:32] 不佔用用戶的時間而為用戶創造價值
[189:34] 所以這一個約束條件消失了
[189:37] 那什麼時候會達到穩態呢
[189:38] 那是因為你們做的相對還是
[189:40] 放人啼笑的還是工具類的產品對吧
[189:43] 當然你不想說你這個工具
[189:44] 或者說不是因為是工具類
[189:47] 或者說agent
[189:49] 它其實是在減少與用戶直接交互的時間
[189:53] 但在持續後台創造價值
[189:55] 所以就說人的跟產品交互的時長
[189:58] 不是一個有限的約束條件
[190:00] 像之前比如說互聯網時代
[190:02] 無論你做哪一個類型的產品
[190:04] 你都繞不過你本質上在跟抖音競爭
[190:07] 因為抖音吃了很多用戶的時長
[190:09] 但現在我覺得AI是不一樣的
[190:10] 但AI時代肯定會出現AI時代的抖音
[190:13] 就AI時代讓大家更好的娛樂產品
[190:16] 對
[190:16] 但是我就說你娛樂時間
[190:18] 你可以多花在這個AI抖音上沒有問題
[190:20] 但實際上因為你能調度很多異步的agent
[190:23] 大家都在跟你不交互的前提下
[190:25] 給你提供價值你也會為它付費
[190:27] 所以我就說它不會因為用戶的總注意力時長
[190:30] 而產生一個瓶頸導致穩態
[190:32] 所以我現在還沒有想出來就是AI時代
[190:34] 到底什麼是產生穩態的那一個約束條件
[190:38] 你覺得今天在這個AI浪潮的哪一個時間段來
[190:43] 特別像你過去創業哪個時間點
[190:46] 我覺得有點像2018年
[190:49] 2018年
[190:51] 就是因為你剛才的一個約束條件說
[190:54] 更像我上次AI創業的時候的那個階段
[190:56] 就是現在大家可能看到了
[190:58] 像當年Transformer出來之後的那一陣瘋狂
[191:01] 然後Bird給大家帶來了第一批應用的落地
[191:04] 但實際上現在也暴露出了當前犯事的一些
[191:08] 你不能說增長乏力吧
[191:09] 就Scalen肯定還是有用的
[191:10] 但大家一直在期待一個下一次的接月性的變化
[191:14] 但是2019年的GPT-3可能是我心中的
[191:16] 一個接月的一個點
[191:18] 你Scanning Law停止了嗎
[191:19] 我覺得沒有停止
[191:20] 因為Scanning Law你要看狹義的Scanning Law
[191:22] 其實不是大家想的那麼複雜
[191:24] 你關注的其實只是Loss曲線
[191:26] 對我覺得這個東西肯定還是能降的
[191:30] 廣義的呢
[191:30] 廣義的大家就經常覺得說我固定
[191:32] 就是比如投入多大的算力
[191:34] 因為算力基本等於你這個模型參數
[191:35] 乘以一個Token訓練的Token量嘛
[191:37] 大家就期待說我加多少倍之後
[191:39] 能解鎖多少新的場景
[191:41] 這個東西我覺得是很難保證的
[191:43] 因為你不一定就說你模型在翻多少倍之後
[191:45] 只有以前沒被發現的能力就允現出來
[191:48] 但實際上現在我們覺得
[191:50] 即使模型的能力沒有解鎖全新的使用場景
[191:53] 現有很多的場景你的質量其實也是不夠的
[191:56] 但是其實對於用戶來說
[191:57] 質量往往可能更重要
[191:59] 這樣的話你做產品的團隊
[192:00] 能把這事進一步去深挖
[192:03] 所以就是Agent我覺得當前很大的問題
[192:05] 不是說有哪些需求沒被滿足
[192:07] 是它的完成質量還需要提升
[192:10] 這個靠Scanning一定是有用的
[192:12] 那明年Agent會爆發
[192:14] Agent已經爆發了
[192:15] 對Agent已經爆發了
[192:18] 只不過就是我覺得大家可能沒看到那種
[192:20] 就是想像中那種就是一片勃勃生機
[192:23] 就可能冒出很多東西
[192:24] 為什麼呢
[192:25] 我覺得就是Agent現在處於一個狀態
[192:27] 是我剛才講的就是場景大家都在挖
[192:29] 但其實每一個場景可能都還差一口質量的
[192:32] 就是差一口氣
[192:33] 這一口氣可能是質量決定的
[192:35] 是完成度決定的
[192:36] 是模型能力決定的嗎
[192:37] 我覺得很多方面
[192:38] 既有模型能力也有你對環境的適配
