[00:01] Hello 大家好 我是小骏
[00:15] 今天我们来到了美国硅谷
[229:51] 是一个很好的一种
[229:52] 它会给你一种安全感
[229:53] 它会给你一种
[229:54] 就是你有一个
[229:55] 你有一个能落地
[229:57] 你的脚还在地上
[229:58] 它让你觉得grounded
[229:59] 但是你事实上能够让你
[230:02] 就是break out的那种
[230:03] 那种冲动的那种能量
[230:05] 有可能是愤怒
[230:06] 有可能是
[230:07] 有可能是悲伤
[230:09] 有可能是
[230:10] 就这种卯着一口劲
[230:12] 我就要去达到一个
[230:14] 一个让我们这个队伍
[230:16] 达到一个什么样的
[230:17] 一个目标的
[230:19] 这种的这个能量
[230:20] 它不由团队中来
[230:21] 它由事情的本身来
[230:23] 对
[230:23] 那个让你最burning的是
[230:26] 对
[230:26] 终点是什么
[230:28] 我觉得就是
[230:32] 这个事情就讲起来
[230:35] 就是有一个
[230:36] 莱布尼茨
[230:37] 有一个想法
[230:39] 它叫做
[230:39] Universal Representation Theory
[230:41] 就是说所有你能够表示的
[230:44] 这句话听起来很怪
[230:45] 所有
[230:47] 大部分你觉得能表示的东西
[230:49] 你都能表示
[230:50] 就是我觉得我目前非常期待一个
[230:55] 让推理能力成为
[230:58] 最顶尖的推理能力
[230:59] 成为一个默认状态的
[231:03] 一个这样的一个情况
[231:05] 然后且是
[231:07] 能够自我验证的推理能力
[231:10] 这是我目前个人的一个理想
[231:13] 对
[231:13] 其实就是有些时候
[231:15] 就可能说人一辈子
[231:17] 他能剩下什么
[231:18] 有一些数学家
[231:19] 他一辈子解决了一个非常困难的问题
[231:22] 他被这个问题
[231:24] 就是人们因为这个问题记住他
[231:26] 他可能这个墓碑上就写着
[231:28] 他解决了这个问题
[231:31] 这一个人一生这一个问题
[231:35] 你想这个高
[231:36] 加罗瓦21岁
[231:37] 他就觉得我就挂了
[231:38] 然后拉玛努金
[231:41] 他是因为这个营养不良
[231:42] 还有各种各样的身体疾病
[231:44] 也早也三十几岁就挂了
[231:46] 就人人类要多少人出一个加罗瓦
[231:51] 多少人出一个拉玛努金
[231:54] 然后你如果说是能够去用AI去
[231:57] 复现这样的一种数学家
[232:00] 然后你又有那么多已经存在的数学家
[232:02] 能够与他互动
[232:03] 然后去有新的这个这个这个就是
[232:07] Javon's Paradox对吧
[232:08] 就是就是Javon's
[232:09] 我也不知道中文怎么说
[232:11] 他的意思就是说
[232:11] 当你把一个一个工具变得能够你做出来
[232:16] 让他更便利更普遍的时候
[232:17] 就会有更多的用处
[232:19] 比如说我最近我们公司好久
[232:21] 就是第一次找了一个找了一个
[232:24] 能够帮我去处理一些
[232:26] 每一天就是杂事的这样的一个一个一个一个同事
[232:30] 他来了之后
[232:30] 我们就是一块做的杂事反而变得更多了
[232:32] 就是这其实就是Javon's Paradox
[232:34] 就是这些科学家
[232:36] 这些物理的生物的化学的
[232:38] 他们能够与这个AI
[232:42] 加罗瓦或者说是所有的这些数学家总和
[232:45] 他们能够有多少的科学的理论
[232:48] 能够被被被被被发明发现
[232:50] 就数学家们和这些AI数学家
[232:52] 能有多少数学的就是基础数学的这些东西
[232:56] 被发明发现
[232:57] 这其实我觉得这是我的一个一个
[233:00] 你想从算盘到会计师
[233:03] 就是当时是商务贸易
[233:06] 从这个微积分到
[233:08] 这个物理各种各样
[233:09] 什么力学
[233:10] 然后是 thermodynamics
[233:12] 就是然后
[233:14] 然后到到到工业革命
[233:16] 对吧
[233:17] 然后从这个
[233:18] 当时一个叫Babbage
[233:20] 查理斯巴巴巴巴巴贝奇
[233:22] 他这个能够去算这个log对数
[233:25] 算得更快的一个Babbage engine
[233:27] 就是电脑的前身
[233:28] 当时在哈黛写
[233:30] 我作为一个数学家
[233:31] 我是一个数学家的道歉
[233:32] 这个Mathematician's Apology
[233:34] 好像不是这么翻译
[233:35] 一个数学家的读白
[233:37] 他就说我这个东西
[233:38] 好像也没有任何的实际价值
[233:40] 后面就有
[233:41] 就密码学就有
[233:42] 对吧
[233:43] 我们看Victor Muller
[233:44] 他是一个
[233:45] 他也是Shubo当时的同事
[233:47] 也跟Axiam很多的互动
[233:48] 这个椭圆曲线
[233:51] 基于椭圆曲线的密码学
[233:53] 密码学的就是泰斗之一的
[233:55] 这样的一个人物
[233:56] 他是一个纯数学的一个背景
[233:58] 然后就是在CS看了一眼
[234:00] 然后就看出来了这样的一个理论
[234:03] 这对于很多就是纯计算机的这一些
[234:05] 同学们有非常大的一个价值
[234:07] 这
[234:08] 这是终局
[234:09] 但是有人家说这个终局之后怎么办呢
[234:13] 这个就不知道
[234:14] 终局之后我觉得还是要
[234:16] 我觉得其实就是钟摆的摆动
[234:17] 又会卡
[234:19] 但我觉得AI for Math没有像AI模型
[234:22] 被scale up一样被scale up
[234:23] 而我们希望能做这样的一个人
[234:25] 这样我们能知道天花板在哪
[234:27] 我们可能又能回到research
[234:29] 然后又能这样
[234:29] 就是钟摆的来回摆动
[234:32] 我见过很多的70后
[234:34] 80后和90后的CEO
[234:36] 你应该是第一个00后的CEO
[234:38] 是吗
[234:39] 我不想就是画这种代际
[234:41] 但是我还是很好奇
[234:42] 就一个00后
[234:43] 而且是女生的公司
[234:45] 会和之前的这些公司或者是
[234:48] 就有任何的不一样吗
[234:49] 你觉得特点会是什么呢
[234:51] 我这个对
[234:53] 我这个其实是非常好好的一个
[234:55] 因为我自己最快乐的一个状态
[234:57] 绝对不是CEO的状态
[234:59] 我自己最快乐的状态
[235:00] 就是我能够当一个research scientist inter
[235:03] 为什么是inter呢
[235:04] 就是这个我说的话
[235:05] 如果比较愚蠢
[235:06] 这个大家认为是正常的
[235:08] 这是我最快乐的一个状态
[235:10] 我是真的想做这件事
[235:12] 然后我如果能够有另外的一个很明显
[235:15] 我可以加入的一个地方
[235:16] 我就会去加入它
[235:17] 而不会把这个事情单独做起来
[235:20] 所以这是我的一个舒适的一个状态
[235:23] 所以我不太CEO
[235:25] 因为事情本身而创业
[235:27] 并不是说你想当一个创业者而创业
[235:29] 我特别不想当一个创业者
[235:31] 这个能理解
[235:32] 对
[235:33] 我反正就是
[235:34] 所以我不太CEO
[235:35] 这个可能大部分
[235:38] 对
[235:38] 所以就但也有时候有一次闹一个笑话
[235:40] 就是我有一天特别就是想做这个benchmark
[235:44] 我想做一个就是
[235:45] 我不是说吗
[235:46] 那个基准级就是到博士级别就很难搞
[235:48] 我当时就把我们办公室
[235:50] 有那个数学背景的同学们
[235:52] 我就说我想搞这么一个东西
[235:54] 我也不知道就是现在搞这个是不是优先序上是对的
[236:00] 你们都是搞数学的
[236:01] 你们要不跟我一块我们分一下
[236:03] 就是你负责这个领域
[236:04] 你负责这个领域
[236:05] 每人找个二三十题
[236:07] 然后完了之后我们这个之后
[236:08] 我就后面就被我们那个一个比较元老的工程师就说了
[236:13] 说你你让这一些这个实习生的同学们
[236:16] 就是还有这些比较年轻的工程师觉得这是一个非常重要的一个任务
[236:21] 这和优先序是是相斥的
[236:23] 我说为什么是重要的任务呢
[236:24] 我说这不就是一个side
[236:26] 一个hobby的一个project吗
[236:28] 他们说但是你是一个CEO
[236:30] 所以你跟他们讲的时候
[236:31] 他们就会觉得这是一个正儿八经的一件事
[236:33] 我真的要去把这个当做我的项目了
[236:35] 这个前几件事情去做
[236:37] 从那以后我就我就更hands off了
[236:40] 所以就是这是一个非常非常有意思的一个一个一个事情
[236:45] 还有什么不同吗
[236:47] 你觉得可能和
[236:48] 我觉得就是我觉得我我觉得我做这个CEO的一个好处
[236:55] 就是这是一个techno crossroad的一个公司
[237:00] 就是我们的技术人员
[237:02] 他们是整个公司的主干
[237:04] 且且和电脑人员的主干
[237:05] 并向和锚点
[237:06] 就是他们有可能由于我并没有一些strongly held beliefs
[237:11] 所以导致我觉得我们就是很多ideas都可以被
[237:15] 由于我没有一个特别我自己
[237:17] 我其实我有
[237:18] 我有一些特别坚信的方向
[237:19] 但是很多其他的一些就是很low level的一些东西
[237:23] 就是一个bottom of the culture
[237:25] 所以我觉得这个公司的文化是一个是一个比较比较有意思的一个
[237:30] 就像一个比较pixar梦工厂
[237:33] 对你们公司的会议室啊
[237:34] 都是用数学家来命名的
[237:36] 有什么有特别的
[237:37] 就就如果你想
[237:38] 如果这个梦工厂这个或者迪士尼的这一个CEO是一个已经假设
[237:44] OK一个梦工厂的CEO已经是一个就是拍过多少个这个的好好来屋
[237:49] 或者迪士尼的一个导演的这样的一个人做CEO
[237:52] 这个地方就成为不了梦工厂
[237:54] 为什么
[237:55] 因为他们会觉得这个人是对的
[237:56] 应该听他的
[237:58] 所以我觉得反而是这种bottoms up的这种这种culture
[238:02] 对创新来说是最好的
[238:04] 需要一个intern
[238:06] 对
[238:07] 我觉得intern挺好的
[238:09] 我非常愿意给Axian当intern
[238:13] 你们的会议室有任何有意思的吗
[238:14] 有对不同的名字
[238:16] 他们就是叫做高斯庞加莱
[238:19] 希尔伯特
[238:21] lovelace
[238:22] 还有
[238:24] 图图灵
[238:25] 这个中间大家差点打起来
[238:28] 因为怎么命名
[238:29] 为什么差点打起来
[238:30] 就大家喜欢的数学家不一样
[238:32] 大家说你你有了你有了这个
[238:34] 你有了图灵
[238:35] 你没有church
[238:36] 哎这个不行
[238:37] 然后你有了这个lovelace
[238:39] 你没有nother不行
[238:40] 就是反正我们还接受到世界各地的邮件说
[238:43] 为什么不把Emily Nother作为一个一个会议室
[238:45] 我们说我们不好意思
[238:47] 我们目前只有五个会议室
[238:49] 后来是怎么选择取舍的
