[00:06] 然后我们这里可以看一下DeepSeek R1的paper
[00:09] 它的标题叫做
[157:47] O1可能是因为它没有开源
[157:49] 所以其实大家不知道它怎么做的
[157:51] 是的
[157:53] R1把它公开了
[157:55] 是的
[157:57] 你自己在复现过程中你有觉得遇到了什么困难
[157:59] 或者是有没有一些可能的
[158:01] 比较tricky的地方
[158:03] 复现其实非常顺利
[158:05] 我可能就是写了几个小时的代码
[158:07] 第一轮就通了
[158:09] 然后我其实当然这个复盘来讲
[158:11] 其实是有些原因的
[158:13] 就我觉得就是最大的一个问题就是
[158:15] 我们复现在一个比较小规模的任务上做
[158:17] 这个结论可能不够通用
[158:19] 但是我这里就仅说我们在这个小规模上面看到一些结论吧
[158:21] 对
[158:23] 一个事情是说
[158:25] 就是你模型的性能
[158:27] 就是模型的基础Base Model的能力
[158:29] 要跟这个任务相匹配
[158:31] 比如说
[158:33] 我的猜测是你如果拿个7B模型
[158:35] 比如DeepSync如果拿个7B模型跑这些时间
[158:37] 可能就看不到很好的这样子的
[158:39] 就是强化学习Scaling
[158:41] 就是这样子的Time-Time Scaling这样子的Curve
[158:43] 但是如果你像我们拿一个3B模型
[158:45] 但是用一个简单很多的设计
[158:47] 这个任务可能就又能看出来
[158:49] 就是你的这样子的
[158:51] 强化学习
[158:53] 能够学到新的这样子的Reasoning
[158:55] 这样子复杂的推理模式
[158:57] 这形式的可能是一个
[158:59] 涌现现象
[159:01] 需要模型本身能力达到一定的
[159:03] 预知之后才能够展现出来的
[159:05] 不然的话可能就会像
[159:07] 之前所有的研究员
[159:09] 包括我去年也是其中之一
[159:11] 一样就是试过很类似的方案
[159:13] 但是没有观察到类似的现象
[159:15] 他其实这样整个过程变得更直观了
[159:17] 嗯
[159:19] 我觉得某种程度上可以这么说
[159:21] 就是你现在会感觉就是
[159:23] 当然就见大家有些人也会对RY0有一些
[159:25] 就是抱怨或者一些怀疑
[159:27] 他是不是因为就是预训练的时候混了一些
[159:29] 这样子标注数据所以才能做到
[159:31] 现在大家还在争论
[159:33] 但是如果RY整个标报告是真的话
[159:35] 那其实就是整个事情非常干净直观
[159:37] 对吧其实就是
[159:39] 你模型够好你做强化学习
[159:41] 他就能做work对吧
[159:43] 所以优美的算法或者优美的技术
[159:45] 往往是最简单干净的技术是吗
[159:47] 是的是的看来这个事情一直都是真的
[159:49] 你刚才说泛式革命
[159:51] RY1他还是沿着O1的那个路线走对吧
[159:53] 他没有有新的转弯或者是拐点
[159:55] 对是的
[159:57] 我其实说就是RY1 O1这样子
[159:59] 就是后训练的这样子的泛式革命
[160:01] 就是接下来可以看到就是
[160:03] 预训练可能大家已经就是
[160:05] 感觉已经比较成熟了从某种方面上讲
[160:07] 但是后训练这个地方
[160:09] 比如RY1这边才开了一个新坑对吧
[160:11] 包括你可以看到O1到O3
[160:13] 已经才几个月进展就这么大
[160:15] 我觉得就是在开源社区或者说这几家厂
[160:17] 可能也会有类似的
[160:19] 里面又会有很多的新问题可以探索
[160:21] 包括我们之前提到了说
[160:23] 怎么把它拓展到别的领域
[160:25] 怎么让它更少的依赖人这些东西
[160:27] 都是非常值得探索的事情
[160:29] 而且当你解答的时候
[160:31] 这个模型能力会有非常大的飞跃
[160:33] 可以做很多很有意思的事
[160:35] 后训练的scaling law
[160:37] 现在看起来增长曲线陡峭吗
[160:39] 我觉得就是
[160:41] 你按照就是比如O1那些研究员的路线
[160:43] 他们觉得非常陡峭
[160:45] 原因是因为现在后训练用的算力
[160:47] 预训练笔还是个毛毛雨
[160:49] 所以说只要你算法对你就可以
[160:51] 就是可能没几个月你就
[160:53] 丢十倍的算力进去
[160:55] 没几个月丢十倍的算力进去
[160:57] 那这样子的话你就能够提高很多
[160:59] 就是整个东西它会增长的很快
[161:01] 然后你说scaling law增长是否陡峭
[161:03] scaling law进展会很快
[161:05] 因为你的算力现在算力很少
[161:07] 你要增长十倍你要在scaling law上
[161:09] 往前走会很快
[161:11] 陡不陡峭这个范式
[161:13] 现在还在很前期
[161:15] 我觉得后面这个scaling law
[161:17] 这个算法革新让这scaling law变陡
[161:19] 这事情我觉得一定会发生
[161:21] 而且说不定会很夸张
[161:23] 说不定R1这样子的性能
[161:25] 一两年之后就只用比如说
[161:27] 一个机器一个djx
[161:29] 或者几个djx就能复现
[161:31] 我觉得我也不会特别意外
[161:33] 我觉得就是预训练上
[161:35] 目前看来确实遇到了一些门槛
[161:37] 就是在你继续拓展的这情况下
[161:39] GPT我们刚开始也说了
[161:41] 就是可能已经憋了小两年了
[161:43] 感觉该出来的好像也没出来
[161:45] 然后今年估计会出来了吧我猜测
[161:47] 但是总的来说
[161:49] 我们可以看它就是从GPT4开始
[161:51] 我们没有看到下一个
[161:53] 这种非常大的革命性的
[161:55] 就是突破性的一个基础模型出现
[161:57] 然后所以说预训练这边
[161:59] 我们就是推进scaling law的进展
[162:01] 因为成本太高了
[162:03] 所以放缓
[162:05] 那后训练这边
[162:07] 因为现在成本还非常非常低
[162:09] 像我们刚刚说的
[162:11] 可能现在只有预训练的2%
[162:13] 或者到百分之几这种毛毛雨的水平
[162:15] 你在网上推非常非常简单
[162:17] 所以后续来应该会有非常大的突破
[162:19] 包括我们可以看说O1
[162:21] 带来的在一些那种数学推理上的那些
[162:23] Benchmark上的突破
[162:25] 我觉得是真的非常非常大的一个jump
[162:27] 从百分之二十
[162:29] 一下子到了百分之八十之类的
[162:31] 我们刚才说就是
[162:33] DPC报告很多人关注
[162:35] 但KIMI报告关注人少很多
[162:37] 那你对KIMI报告
[162:39] 它如果写法做一些改变和调整
[162:41] 你觉得它有可能引发的关注度会更高吗
[162:43] 就是会让你读这个报告的时候
[162:45] 更加的提高你的啊好啊
[162:47] moment的那个值吗
[162:49] 你对它的报告写法有什么建议
[162:51] 我觉得我可能
[162:53] 我觉得KIMI谈得非常非常棒
[162:55] 我应该也没有特别好的建议能给
[162:57] 我觉得这也可能
[162:59] 唯一作为读者角度上来说的话
[163:01] 因为就是KIMI
[163:03] 1.5我觉得它可能主要
[163:05] 缺的也就是这个啊哈moment的
[163:07] 爆点
[163:09] 这个其实也是R1
[163:11] 在报告质量上跟K1.5最大的区分
[163:13] 当然可能就是KIMI里面
[163:15] 他们选这样稳当稳当的战略
[163:17] 其实没有发现这样的
[163:19] 就是R1.0这样的现象
[163:21] 然后R1能爆款
[163:23] 我觉得很多原因跟它这个
[163:25] 啊哈moment有关
[163:27] 因为确实看着非常有意思大家都愿意聊
[163:29] 我刚才跟你讲
[163:31] 我觉得就是在用Deep Seek的时候
[163:33] 我明显感觉它的情商很高
[163:35] 因为它经常会给我发表情
[163:37] 其他的我觉得很少发表情
[163:39] 而且它会发很多表情
[163:41] 然后会让你喜欢跟它互动
[163:43] 你觉得这是怎么做到的
[163:45] 你做标注我觉得可能跟这个有关
[163:47] 就是这样的东西其实跟后续练时
[163:49] 你的那个奖励函数怎么调
[163:51] 或者你的标注怎么标注这些很有关系
[163:53] 这都是你可以调的价值对齐
[163:55] 或者怎么样用户会高兴
[163:57] 然后Deep Seek V3或者R1
[163:59] 我自己也在玩一些就是在小红书
[164:01] 或者这些看到那些比较有意思的那种
[164:03] 沟通就是感觉Deep Seek
[164:05] R1也好或者V3也好
[164:07] 回复比较有意思
[164:09] 而且中文理解能力很深
[164:11] 包括你说有这种表情这些比较奇的地方
[164:13] 这些其实都是它在后续练R1
[164:15] 或者这样的地方
[164:17] 就价值对齐有一些自己的一些
[164:19] 可能有些小秘方
[164:21] 可能就是这种标注上面有一些小的要求
[164:23] 然后导致的
[164:25] 而且明显它的输出非常浪漫
[164:27] 这可能说不定是梁文峰
[164:29] 他在某一个数据标注要求里面
[164:31] 加了一条说要求这什么
[164:33] 就是要求标注员
[164:35] 倾向于更浪漫的回复
[164:37] 说不定就导致了这个现象
[164:39] 全球对Deep Seek来说都有一个
[164:41] 就是颇天的流量就是它用户数据高歌猛进
[164:43] 你觉得它对这些用户数据
[164:45] 模型进一步增强有帮助吗
[164:47] 我觉得是个很好的问题
[164:49] 其实这个也是大家其实
[164:51] 我觉得这是从外界
[164:53] 来说比较不清晰的一点
[164:55] 其实从目前来看好像
[164:57] 用户数据至少说
[164:59] 现在阶段没有特别大的帮助
[165:01] 你具体就可以看出比如说
[165:03] 你像从Atropic和
[165:05] CHPT没有拉开明显差距
[165:07] 或者说就是一些现在国内一些厂商
[165:09] 你可以就是自己很快的
[165:11] 建立标注团队赶上也好
[165:13] 好像目前来说好像
[165:15] 说这种用户数据当然有是好
[165:17] 但是你比如多10倍多100倍
[165:19] 目前看来并没有
[165:21] 转化成更好的用户体验
[165:23] 对这是目前这个阶段观察
[165:25] 但是可能后续
[165:27] 比如说当你在用户开始像CHPT
[165:29] 它有个叫做Live Screen Share的功能
[165:31] 比如它可以你把你的电脑
[165:33] 投给CHPT然后CHPT
[165:35] 可能就能OPEN AI就能收集很多
[165:37] 你是怎么用电脑的你怎么操作专用软件
[165:39] 这些数据的时候
[165:41] 可能就会有些不一样
[165:43] 但在现在这个阶段确实没有观察到很多
[165:45] 的用户数据帮助了某个厂商
[165:47] 建立了稳定的护城河
[165:49] 这个事情
[165:51] 你觉得DeepSync会beatOPEN AI吗
[165:53] 我觉得梁文峰是个
[165:55] 非常非常有意思的人
[165:57] 而且就是你从他这个视野
[165:59] 以及他这种决策来看
[166:01] 我觉得他至少在AI这方面
[166:03] 我觉得他可能会是比Dara Ahmad也好
[166:05] 或者Sam Altman也好在这方面决策
[166:07] 更加清晰的人
[166:09] 但是你说他beatOPEN AI这个事情
[166:11] 是OPEN AI的护城河也是很深的
[166:13] 我会相信他能做出更多的创新
[166:15] 如果以DeepSync现在的资源投入量的话
[166:17] 可能就是
[166:19] 整个打垮OPEN AI
[166:21] 我觉得可能还会有一定的距离
[166:23] 你觉得现在OPEN AI的护城河有哪些
[166:25] 第一个很明显的事情是
[166:27] 他们的算力非常非常充沛
[166:29] 现在应该手上我估计就是
[166:31] 几十万张H100应该随便都有
[166:33] 然后他们现在有个星际正门
[166:35] 然后目标是
[166:37] 几年之内拿到几百万张
[166:39] 就是B100 B200这样子
[166:41] 量级的显卡
[166:43] 这个东西在国内包括你说
[166:45] 这个地方可能就已经有
[166:47] 一到两个数量级的差距
[166:49] 这个东西就很难很难弥补
[166:51] 然后可能是这地方就是
[166:53] 算力这方面的问题
[166:55] 但是我觉得这可能是整个国内都需要思考
[166:57] 一定需要找得出的事情
[166:59] 然后第二个方面其实就是OPEN AI
[167:01] 就是我们看这两个组织的话
[167:03] 其实可以举三个例子
[167:05] 一个深度求索一个OPEN AI
[167:07] 一个获取Meta的GNI吧
[167:09] 就是Meta GNI
[167:11] 应该是大家现在比较公认的就是说
[167:13] 因为各种组织管理的问题
[167:15] 研究员可能是非常出色的研究员
[167:17] 但是大家的创新也好
[167:19] 或者产出也好其实是
[167:21] 比较糟糕了比如我们看Lama3
[167:23] 其实就现在已经非常落后
[167:25] 而且在架构上没有任何创新
[167:27] 最近也传说DeepSeek这个火了之后
[167:29] 他们建了几个War Room
[167:31] 在研究商讨之类的
[167:33] 就是Lama或者这个团队
[167:35] 他们其实目前看来的话会说
[167:37] 因为他们的组织结构也好
[167:39] 因为这种大公司一层一层的官僚体系也好
[167:41] 或者他们这种KPI考核模式也好
[167:43] 导致他们尽管有很多资源
[167:45] 发挥出来内耗非常严重
[167:47] 没有把这些资源转化成创新或者技术
[167:49] 然后相反的话DeepSeek
[167:51] 我觉得显然是另一个特例
[167:53] 就是他们资源相对来说
[167:55] 我相信在国内也不算是最丰富的
[167:57] 大厂之一但是能够做出非常漂亮的工作
[167:59] 然后同时
[168:01] 至少在这个时间点上做出了
[168:03] 就是最先进的模型之一
[168:05] 这个事情是能证明
[168:07] 很多很多事情就是他们整个组织
[168:09] 包括组织管理包括说
[168:11] 他们的就是这个把资源转化成
[168:13] 创新的能力一定是非常非常突出的
[168:15] 那我们再看OpenAI呢
[168:17] OpenAI其实目前看来他们在这方面
[168:19] 也相当出色并没有说落后很多
[168:21] 所以在这里面没有很大的破绽
[168:23] 像你和你的同学们
[168:25] 毕业以后会倾向于
[168:27] 在硅谷的这些
[168:29] AI Lab工作还是
[168:31] 会有回国的打算
[168:33] 就是PhD的考虑会是哪些
[168:35] 我觉得就是现阶段的话大家可能
[168:37] 因为其实就是回国了之后再接触
[168:39] 再回到硅谷其实会有一定的难度
