[00:03] Hello 大家好,我是小骏
[00:04] 2026年,大模型战争全面升级,揭开了第二幕
[194:21] 还有空间
[194:22] 以及他们各自怎么去自信化自解代
[194:25] 以及互相去沟通
[194:27] 这都还有空间
[194:29] 就都还虽然有
[194:31] 你感觉现在已经有这个雏形了
[194:33] 而且我自己也multi agent也用的挺顺的
[194:36] 但是我始终觉得它还是在去
[194:39] 节省成本
[194:40] 节省时间
[194:41] 并没有去放大最终的上限
[194:43] 我现在还没有感受到这样的
[194:45] 所以那会不会multi agent的协同的RO训练
[194:48] 会不会做到这个事情
[194:50] 没必吧
[194:51] 那你觉得模型公司边界在哪里
[194:53] 现在模型公司好像没有边界
[194:55] 就是感觉好像
[194:56] 我之前说我不想做产品
[194:58] 但现在发现就是
[195:00] 它又变成直接做产品了
[195:02] 模型机产品是对的
[195:03] 对
[195:04] 借助Azure它的产品力反而更强了
[195:06] 然后其他所有东西都很简单
[195:09] 然后就反而
[195:12] 就是模型借助Azure的架构本身
[195:15] 就变成一套新的产品了
[195:17] 现在你看看一个公司
[195:19] 为什么要选择开源
[195:20] 为什么选择闭源
[195:21] 因为国内大部分公司都开源了
[195:23] 除了自己
[195:25] 现在选开源的目的会是什么呢
[195:27] 是一个技术选择还是一个市场选择
[195:31] 还是一个去加速一件的事情
[195:33] 我还是认为是这个目的
[195:34] 开源是加速一件的
[195:36] 开源一定是加速一件的事情
[195:38] 就你如果没有开源
[195:40] 我们假设一件会爆发
[195:42] 假设它会替代绝大部分的生产力
[195:45] 那么我们可以从这个时候去倒推
[195:47] 你需要多少的芯片
[195:51] 你需要
[195:52] 那么这些芯片难道会被一家公司生产吗
[195:57] 难道会被一家公司购买吗
[195:59] 好像不是
[196:00] 它会分散
[196:01] 那么如果它是分散的情况下
[196:04] 那么假设芯片是分散
[196:06] 那这些芯片的推理
[196:09] 有可能是芯片的厂商
[196:11] 有可能是大模型的厂商
[196:14] 那么它用的模型难道是同一个吗
[196:16] 还是用的不一样的模型
[196:18] 我认为一定是不一样的
[196:20] 所以你从中矩来倒推的话
[196:22] 开源这个事一定是有
[196:24] 至少有利于推进这个事情的
[196:26] 因为它最终要大规模产生经济价值
[196:31] 它必须要依赖于算力才能产生经济价值的
[196:36] 所以我认为开源是至少对于很多环节
[196:42] 例如框架 芯片 能源
[196:45] 这些环节上其实都是有促进作用
[196:47] 所以我认为它是加速外界的进程的
[196:50] 那你说它最后是一种公益
[196:52] 还是一种市场
[196:55] 我觉得是取决于每个公司在开源
[196:59] 是结合自己的生态位
[197:03] 就是你有没有一个别人不可以
[197:06] 短期内拿下的一个战略的生态位
[197:12] 如果有的话 那么你就敢开源
[197:14] 如果没有的话
[197:15] 你就认为模型就是你的生态位
[197:17] 那你就不开源
[197:18] 就是这样的一个行为
[197:21] 你在一个大公司做开源的事情会有压力吗
[197:23] 我现在不开源了
[197:25] 我不觉得我在大公司做事情
[197:27] 其实小米整体我觉得非常的创业导向
[197:30] 我觉得很奇怪的是
[197:33] 它看起来是个大公司
[197:35] 但它其实是一个做事的灵活度非常高的公司
[197:39] 所以你觉得2026年
[197:40] 什么会成为模型公司竞争的胜负手
[197:45] 做对了什么才能留在拍桌上
[197:48] 首先不能做错的事情是
[197:50] 首先你的运训练 机座
[197:54] 不能错
[197:56] 这个事儿都没有上
[197:58] 那就基本上就完全没有机会了
[198:01] 所以假设我们都有一个大于一体的模型
[198:06] 然后机座的潜能都
[198:07] 尤其在code上的潜能都是相当的
[198:10] 这样的一个base上
[198:11] 那么大家比拼的就是
[198:13] 怎么去快速的去
[198:16] 第一个 怎么让agent的框架跟模型
[198:19] 互相自迭代提升
[198:21] 第二个 怎么让agent的架构去
[198:24] 偶合你现在所具备的资源
[198:28] 或者说生态位
[198:31] 怎么让agent的架构去理解和调度你现在所备的资源和生态位
[198:37] 比如操作系统是 比如说硬件是
[198:40] 比如说流量也算是
[198:44] 然后流量 社交这些都算是
[198:48] 怎么让agent的架构去适配你现在的所具备的战略资源
[198:52] 然后最后就是
[198:53] 然后最后合力起来怎么把它给整合好
[198:56] 其实它很考验的是
[198:59] 我自己觉得它非常考验的是
[199:03] 一个公司愿不愿意用一套新的方式来做这个事情
[199:08] 什么叫新的方式
[199:10] 得思考原来所有做的东西都是错的
[199:14] 原来是不是需要这么多人来做这个事情
[199:17] 首先要思考你需不需要这么多人来做这个事情
[199:20] 就是你现在所有做的事情
[199:22] 这些人是不是都需要被砍掉
[199:25] 因为它的生产力会被另外一个更高效的东西给替代
[199:29] 或者说怎么让这群人去利用agent来去发挥更大的生产力价值
[199:36] 所以这些都需要去思考
[199:38] 第二个就是在新的生态位上
[199:40] 原来那些看起来有壁垒的事情是不是还是有壁垒的
[199:45] 你觉得frontier lab的frontier应该体现在哪里
[199:50] 最基本我觉得做研究应该frontier
[199:53] 就是还是要有那种自己想要原创做很多东西
[200:00] 而且这些东西可能短期内不会那么主流
[200:05] 但是你要说完全不会主流认可那也很奇怪
[200:09] 我觉得我自己觉得有点反主流
[200:12] 我觉得不是很适合的一件事情是你很难scanning
[200:18] 我还是很相信scanning这个事儿
[200:20] 你只要顺应主流的话那你就很容易去scanning
[200:23] 为什么呀
[200:24] 你的所有的infra所有的硬件芯片这些
[200:28] 它都是我要这个目标来一起往前推动的
[200:31] 那么你个人就会获得那么你这个研究又会获得非常大的加速度
[200:35] 对主要是这个原因
[200:37] 所以我觉得会顺这个主流然后去做一点
[200:41] 我们抄起来认为比如说Dunkhouse Infection的架构
[200:45] 它其实就是在这样一个背景下去做的
[200:47] 但它也没有说是让我开天辟夜的原因
[200:50] 但是我们认为这些小点研究成绩起来
[200:54] 那么它就是一个非常高水准的一个frontier的一个model的状态
[201:02] 你对你过去几年做的比较偏原创性的研究比较满意的是什么
[201:08] 我觉得比较原创性的研究都是工业级水准的
[201:12] 就比如说Deep Sea VR它就是一个工业级水准的一个模型
[201:18] 当大家都在主流去做一个更大规模的dance的模型的时候
[201:24] 然后我们反主流去做MOE然后去改attention
[201:30] 这其实它是这两个都是在做研究
[201:33] 但是它是稍微在一个有时候可能更多是在一个资源受限的场景里面做了研究
[201:45] 但它本质上是可以scanning的研究
[201:48] 对所以我觉得这个算是一个不错的作品
[201:51] 然后Mirror VR系列我觉得也算是一个是
[201:55] 是因为我们确实在agent的这个范式还没有非常明朗的时候
[202:01] 就去做了很多前置的这个决策和判断
[202:04] 然后导致我们很我觉得很高效快速的去
[202:10] 基于一个优雅简洁的结构给迅起来
[202:13] 然后这个结构并且最终我们发现它非常的适配agent的这套范式
[202:18] 然后我们又快速的去转移到agent的这套范式上做了很多后续链的设计
[202:24] 对尤其是我要这整个agent的架构来去重新去设计我们的R-info
[202:29] 对我觉得这些都是就是都是很多点合成起来
[202:35] 最终让大家感受到的不是一个paper本身
[202:38] 而是一个工业级水平的模型
[202:41] 你对发paper现在有执念之类的吗
[202:43] 没有就发的越少越好
[202:45] 为什么呀
[202:46] 我就希望别人发
[202:47] 发到我们团队里有些人我说不要逮我
[202:50] 对
[202:51] 就核心原因是我现在也不看学术会议的paper
[202:54] 主要的原因之一是
[202:57] 我觉得大部分的实验确实应该自己做
[203:00] 然后你相信自己的实验结果比相信诺文的实验结果会更好
[203:04] 但是我会看一下它的原始关注的问题和动机是什么
[203:08] 这个我会偶尔会看一下
[203:10] 但总之我觉得在有没有在这种大规模的算力的团队里边
[203:15] 而
[203:16] 做过研究的人跟没做过研究的人
[203:18] 他关注问题我发现重叠度也差的蛮多的
[203:22] 所以我现在就越来越少看这些论文
[203:25] 那你现在信息来源包括哪些
[203:27] 来源自己也带
[203:28] 真来源自己也带
[203:30] 我最近连跟人沟通都很少
[203:34] 所以我都不知道我今天讲了这么多个小时的这些东西
[203:37] 他会不会过一段时间发现
[203:40] 我应该会过一段时间会发现它是错的
[203:43] 但是我不知道当下会有多少人会觉得
[203:45] 它是错的
[203:47] 或者说是不是有帮助或价值的
[203:51] 这还没交流过
[203:52] 没有交流过
[203:54] 要说有交流就是自己跟自己交流
[203:57] 然后自己看看跟团队里边的其他人在做同样实验人交流
[204:01] 你刚才其实多多少少都提到了一些组织话题
[204:04] 包括我们上次也聊了很多的组织话题
[204:07] 你在最近的两个月有没有一些迭代
[204:14] 这100个人可能有20个人以前训过接触过
[204:17] 小一点的模型
[204:19] 对
[204:20] 主要是我觉得这些事情它都可以被快速习得
[204:27] 这些能力真的都可以被快速习得
[204:29] 只要你被放在了环境里边围绕着一个更高标准的目标来驱动的时候
[204:36] 这些能力都是可以被
[204:38] 我觉得最多一两个月
[204:39] 慢的话三四个月
[204:40] 确实都可以被快速习得
[204:42] 所以环境反而比经验更重要
[204:46] 我自己认为
[204:47] 所以我就没有太在乎他的经验
[204:49] 而更在乎我是不是创造了一个更好的环境
[204:52] 这个环境让大家更快的提升学习
[204:55] 让大家互相的所谓MOPD
[204:58] 我们说的就是互相的针流
[205:00] 我针流你的长处
[205:02] 你针流我的长处
[205:03] 互相这样快速的提升
[205:05] 就是我更在乎说
[205:07] 我自己创造这个环境是不符合这样的一个限约条件的
[205:10] 而不是在乎这个人来的时候
[205:13] 他的历史背景的基因是不是好
[205:16] 我只在乎他的可能初始化期和point的上限高不高
[205:19] 我只在乎这个事情
[205:20] 但我不太在乎他
[205:22] 他目前已经被supervise的
[205:26] learning过后的那个点的状态高不高
[205:30] 我就不太在乎这个
[205:31] 那你会选什么样的人啊
[205:33] 就是他的学历是需要和人工智能相关的吗
[205:37] 看做什么东西
[205:38] 看见博士的比例是55%
[205:40] 对那是包含再读博士
[205:43] 对再读不是博士毕业是再读博士
[205:46] 嗯
[205:47] 嗯
[205:48] 嗯
[205:49] ,那些数字我觉得是有点刻板的
[205:51] 嗯,然后
[205:53] 嗯
[205:55] 其实这更多是代表一个人对做研究的热爱程度
[206:00] 就如果他对做研究的热爱
[206:02] 他可能会选择至少读一个研究
[206:08] 读一个硕士或博士
[206:10] 然后
[206:11] 但我发现现在更
[206:13] 我们也招了非常多的本科生
[206:15] 然后本科生在对这种A型的这种新的
[206:18] 范式的理解上
[206:20] 我觉得反而他的想象力会更高
[206:23] 所以我现在反而招人会慢慢倾斜到去招更多的前置的本科生
[206:27] 我们会去招大二大三的人
[206:29] 为什么呀
[206:30] 因为他们的灵活性和适应程度都感觉没有被污染
[206:35] 就就就嗯天然更接纳这个事情会产生巨大价值
[206:42] 嗯
[206:43] 对因为他的思想还没有被禁锢的感觉
[206:46] 嗯
[206:47] 然后呃所以他敢放心大胆的把自己那些呃想法交给这他家伙去验证
[206:56] 然后自己不断去探索这个边界
[206:59] 那你怎么创造环境
[207:01] 首先是构建这个环境的人
[207:03] 他是要有同样的特质的
[207:10] 就比如说我说要强调热爱这个事情
[207:13] 然后强调使命感这个事情
[207:14] 我觉得是要有这些基础的特质的
[207:17] 然后呃呃其次又是在呃
[207:20] 这些特质因为他都比较虚嘛
[207:22] 所以你你信
[207:23] 所以另外一个就是要把这些特质给真的给放大的一个前提
[207:29] 是他的基础要好
[207:31] 就是嗯呃就是你你可以有一事
[207:34] 当他想做什么事情的时候
[207:36] 然后他有这个热爱的时候
[207:37] 他要能做成
[207:38] 就他这个基础要好
[207:40] 他不能就光就想法都但做不成
[207:43] 就这个基础是构建成他最后做不做得成的关键要素
[207:47] 这是个技术能力
[207:48] 对对所以我们会选技术好的
[207:50] 然后呃好奇心强的
[207:52] 然后呃呃热爱驱动做事情的
[207:55] 当然还有一些可能呃呃
[207:57] 越来越会有一些更嗯更多
[208:00] 对多样性有更高的要求
[208:02] 对多样性有更高的要求
[208:04] 因为如果招的太同质化了
[208:06] 那么大家很容易去miss掉一些嗯
[208:09] 看起来是噪音
[208:10] 但实际上对研究非常有价值的一些信息
[208:12] 对
[208:13] 然后那么这时候多样性会非常重要
[208:15] 嗯
[208:16] 所以我们上班那个呃每个群集
[208:19] 大家聊的挺多的
[208:21] 对就大家都会疯狂的呃把自己呃的想法
