[00:00] 就是蒋曾国藩从20多岁是一个儒家清流
[167:12] 那么扩大这个过程当中其实
[167:15] 我们对于组织的调整速度还是很快的
[167:17] 那这个
[167:19] 这个这个在不同的阶段我们这个阵型怎么展开
[167:21] 基本上可能
[167:23] 每三到五个月我们都会做一些局部的调整
[167:26] 你有遇到什么现实的问题吗
[167:29] 相续的挑战我觉得我可以说一个
[167:32] 我印象最
[167:34] 最
[167:34] 最大的吧
[167:35] 最大的我觉得还是说就是在
[167:37] 我们要做的事
[167:39] 的难度复杂度和scope
[167:41] 广度
[167:42] 在急速扩张的这个过程当中
[167:45] 我们
[167:47] 首先是公司已有的同学
[167:48] 包括我在内
[167:50] 包括其他的创始人合伙人在内
[167:52] 能不能跟上这个成长速度
[167:54] 第二个就是我们能不能及时引进
[167:57] 更牛的人
[167:58] 有更多经验更多好的人
[168:00] 去及时补充
[168:01] 对我觉得这是这是第一个问题啊
[168:05] 第二个问题是天然的做巨神智能这件事是两个
[168:08] domain的两个领域的合作
[168:10] 一个是
[168:11] 一个是我们的
[168:12] 就是整机
[168:14] 供应链这一套
[168:14] 强调流程体系强调纪律性
[168:17] 第二个是智能
[168:19] 智能这是强调
[168:20] 这个
[168:21] 当然它也有它的工程属性
[168:23] 在但是更多的还强调人才密度
[168:25] 创新对没错
[168:27] 所以
[168:28] 所以呢这个一个是强调纪律流程一个是强调创新人才密度
[168:32] 天然的会有一些
[168:34] 组织上的难度
[168:35] 在
[168:36] 所以我觉得这个是我们看到的两个挑战
[168:39] 你现在怎么调和的呀
[168:41] 我们
[168:42] 调和的方法呢其实
[168:45] 这个我不敢说我们今天已经调和的很好了
[168:47] 我觉得还是
[168:48] 会有很多很多的问题
[168:49] 划车离职是不是跟这个有关系
[168:51] 我觉得这个可能关系到不大
[168:54] 这个关系到不大
[168:56] 因为这个东西它不是一个
[168:58] 就是从组织层面看
[169:00] 整机和智能的矛盾因为我们智能团队今天很强
[169:03] 很好
[169:06] 我觉得我们的一个基本的我们做什么事的这个基本方法就还是
[169:10] 对人呢我们叫
[169:11] 正直诚信
[169:12] 正直诚信
[169:13] 就是说
[169:14] 还是做对的事
[169:15] 然后呢真诚的对待公司里边的
[169:18] 每一个同学
[169:19] 然后同时呢我们强调一个
[169:21] 就是说我们还是比较精益精盈的
[169:24] 就是该省的就省该花的就花
[169:26] 我觉得是这样的一个情况下大家
[169:28] 也都取得了一个比较好的一个谅解和平衡嘛
[169:32] 你们现在是估值就是正在交易金额的估值排名第几的中国巨盛智能公司
[169:39] 我不是特别清楚
[169:40] 有其他家的这个准确估值因为现在这里面其实也有很
[169:44] 很快速的变化
[169:45] 据你了解
[169:46] 此刻
[169:48] 此刻呀
[169:49] 此刻我不知道前五可能是
[169:52] 前五第五
[169:54] 因为我不太知道有几家公司的具体估值
[169:57] 最高的呢那个智源
[170:00] 银河
[170:01] 那个语数
[170:02] 这三家肯定最高的嘛
[170:04] 然后我不知道还有没有哪些在交易的比我们高所以我保守说一个第五吧
[170:09] 前五吧
[170:12] 你觉得你能从同行身上学到什么
[170:14] 我一直学习语术的这个做整体的供应链
[170:17] 他们就是做的很深入
[170:19] 深入整合
[170:20] 自己设计
[170:21] 这个这个这个齿轮
[170:23] 自己设计科体自己设计里面的这个
[170:26] 做电磁仿真
[170:27] 做电机
[170:28] 这些其实是我们一直在跟这个这个像语术学习
[170:32] 就是深入的去进入供应链
[170:34] 整合我们的这个
[170:36] 上下游
[170:37] 然后我觉得跟PI我们也是学到很多
[170:40] Physical Intelligence
[170:42] 他们
[170:42] 更多的还是整个就是这种行业
[170:45] 在智能这个领域的领头羊
[170:47] 我觉得是毫无疑问的
[170:48] 他们的人才密度资金密度都保证了
[170:51] 他们能持续做这件事
[170:52] 所以我觉得在他们的这个前沿算法这个做大模型基础模型这个方向上
[170:58] 我们是
[170:58] 学习很多
[170:59] 那我觉得我们比他做的更有效率
[171:02] 然后呢
[171:03] 那第三个其实我觉得在
[171:06] 智源
[171:06] 我们也学习很多
[171:08] 首先当然这个智源我觉得
[171:10] 他有很多很多种做法了
[171:12] 我觉得我不去评论那些存在争议的做法
[171:15] 我看到一个成熟的
[171:17] 管理团队
[171:18] 去做巨神智能这样的一个事业
[171:20] 的过程当中
[171:21] 他们有什么样的经营动作
[171:23] 比如说
[171:24] 有非常非常多我觉得他们做的就是很多方面都很好他们甚至连知识产权这件事做的都
[171:30] 特别的好
[171:31] 就是知识产权可能是一个大家都不会关注但是我关注到了
[171:34] 我发现他们知识产权做的特别好
[171:36] 组织也很好
[171:37] 然后呢整个
[171:39] 管理团队的这个
[171:40] 也很实事求是
[171:41] 调整速度也很快
[171:43] 所以我觉得真的我是
[171:45] 比较respect智源的
[171:47] 然后我们也跟他学习了很多
[171:49] 很早创业很早的时候我跟友信跟邓总
[171:52] 也聊过一次
[171:53] 那时候我就感觉到他是一个就是很成熟的企业家的一个状态了
[171:58] 你的创业老师是谁啊
[172:01] 创业老师啊
[172:02] 这可能还真没有一个就是我就是能学的我就学
[172:06] 没有一个人是说
[172:08] 可能没那个运气吧遇到一个
[172:11] 特别好的老师
[172:11] 能够能够去教方方面面
[172:15] 如果把辛亥图比在商业社会
[172:18] 比作一个动物
[172:19] 你觉得它是什么
[172:24] 哎呀这个问题还真没想过
[172:26] 我的第一反应是
[172:32] 这个问题真不好回答
[172:34] 我觉得如果非要类比的话
[172:37] 可能是狼
[172:38] 我觉得
[172:39] 但是狼我觉得又不是很准确因为狼最这个什么的就是好像我们要突出我们的狼性
[172:44] 但其实我觉得大家都很狼性
[172:46] 没有哪个公司不狼性的
[172:48] 现在就是巨神之战
[172:49] 那里边前面这些公司都非常狼性
[172:50] 都非常卷
[172:51] 对
[172:52] 然后呢我们
[172:55] 对所以这个问题我觉得我没有一个特别好的
[172:57] 可能最接近的是狼
[173:00] 能不能说一个片刻
[173:02] 一个时刻特别能体现你或者你们公司的狼性
[173:13] 我觉得在很多的这个
[173:15] 客户交付
[173:16] 的这个问题上
[173:19] 或者是在这个时间节点
[173:21] 的这个面前
[173:23] 很多时候也不是给客户交付
[173:25] 可能就是我们自己定了一个发布的一个节点
[173:27] 在这些时刻
[173:28] 我觉得我们公司
[173:30] 整体体现出的这个进取心和韧性
[173:33] 非常好非常强
[173:34] 那
[173:35] 然后这个比如说我们在这个
[173:38] G-Dragon Plus
[173:39] 在发布之前
[173:40] 整个团队可能
[173:42] 我们赵航老师带领下的这个整个整个团队
[173:45] 也包括整集团队要配合
[173:47] 可能连续工作了
[173:49] 我不知道有一个月的时间
[173:50] 就周末是不休息的
[173:51] 啊我觉得这种
[173:53] 这种韧性啊
[173:54] 然后这种这种进取心然后面对目标这种
[173:57] 就是一定要达成目标的
[173:58] 这种这种韧劲
[174:00] 特别好
[174:00] 我是我是
[174:02] 我是我是很感动
[174:03] 我也很自豪我们有这样的团队
[174:08] 你喜欢什么样的音乐什么样的电影什么样的小说
[174:12] 我很喜欢看电影
[174:14] 大学那会儿几乎把豆瓣里的高分全看完了
[174:18] 以至于我现在
[174:20] 没有好电影可看
[174:22] 然后呢
[174:23] 丧失了一个
[174:24] 很好的
[174:25] 享受的娱乐的一个方法
[174:27] 对所以很多时候老电影会重复看一看
[174:31] 这个我喜欢看电影类型其实很广
[174:34] 能让我暂时的脱离这个
[174:36] 世界的
[174:36] 让我进入到另外一个空间的
[174:39] 这些电影我都很喜欢
[174:40] 这个这个故事性的
[174:43] 科幻的呀
[174:44] 动作的呀然后呢可能还有一些悬疑的呀爱情的
[174:48] 我都喜欢看
[174:49] 然后我觉得通过看这个电影一方面是放松的另一方面
[174:53] 看看这个还有什么样的这种
[174:55] 故事的这种可能性
[174:57] 都蛮好的
[174:58] 音乐呀音乐我
[175:00] 我不是一个
[175:01] 很很好像很高雅的这个
[175:04] 就高雅的音乐好像不怎么听啊主要就是
[175:06] 听一听流行音乐吧我就90后
[175:08] 就是周杰伦啊吴又天我觉得这都
[175:11] 很普通
[175:12] 普通青年没有一点文艺的这种感觉
[175:17] 书的话我小时候其实看的不多
[175:19] 那我很喜欢看书
[175:20] 看历史类的书很多
[175:23] 我们希望每位嘉宾都给我们的观众和听众
[175:26] 推荐一本人生之书就是他真的对你有很大的启迪和改变
[175:30] 你能不能
[175:31] 给我们推荐一本
[175:34] 不能说曾国梵
[175:35] 我就刚好想说这个
[175:39] 那我觉得可以是
[175:42] 那我说一本我最近在看的吧
[175:45] 就是我最近在看这个
[175:47] 吕斯敏写的一本就是讲三国的书
[175:50] 那个那个名字我有点忘了但是就是吕斯敏讲三国的
[175:53] 那一本
[175:54] 然后呢我觉得就是说
[175:56] 三国这个历史其实
[175:58] 他呈现出的状态
[176:00] 某种程度上来说和巨神智能今天的
[176:03] 状态很像
[176:04] 有非常非常多
[176:06] 就是
[176:06] 可以参考或者负责启发的地方
[176:09] 然后而且事实上真实的历史总不是那么戏剧性
[176:13] 真实的历史有它的逻辑性
[176:15] 然后真的如果我们回到
[176:17] 那个时间节点你会发现
[176:19] 没有哪个人是草包
[176:21] 也没有哪个人是绝对意义上的历史
[176:23] 影响主义的英雄
[176:24] 都是在现实当中去挣扎
[176:26] 去取舍
[176:27] 然后凭借一些运气可能
[176:29] 然后取得了一些胜利
[176:31] 然后步步为营
[176:32] 然后去取得最终的一些成果
[176:35] 那我觉得好在的就是说
[176:36] 那个时代太就是你死我活了
[176:39] 最后好像只有一个人能够能够取得一些结果一样
[176:42] 那今天不是
[176:43] 今天我们
[176:44] 我们每个人都可以很好每个公司都可以很好
[176:46] 那更多的还是说我们怎么没让我们的客户
[176:50] 去把价值做好
[176:51] 用我们的这个技术
[176:52] 用我们这个产品
[176:53] 你创业以后在现实世界
[176:56] 获得的一个最大的正反馈和一个最大的负反馈分别是什么
[177:03] 我觉得最大正反馈
[177:04] 我期待的正反馈还没有来临
[177:07] 是那两个数吗
[177:09] 出货量
[177:10] 对对对
[177:11] 我觉得那个就是我追求正反馈
[177:13] 我觉得融资对于我来说没啥正反馈
[177:15] 就是我每次融资成功我其实给自己的这个什么
[177:20] 都是我觉得我肩上的责任
[177:21] 这个
[177:22] 二十亿
[177:24] 几十亿的钱在账上我得把这些钱花好
[177:26] 然后这么多同学投入到公司里面
[177:29] 我要为这些
[177:31] 同学
[177:32] 我觉得要负责任
[177:34] 要给他们一个好的前程
[177:35] 然后
[177:36] 很多政府的领导给我们关怀
[177:39] 然后我要去交付一个好的这个产品和结果给他们
[177:43] 很多客户给我们机会
[177:45] 我觉得我不用辜负
[177:46] 所以我觉得更多的是感受到这个责任
[177:51] 负反馈坦率来说也没有特别多
[177:54] 我觉得我没有特别多
[177:55] 没有特别多
[177:56] 对就是
[177:57] 开始的时候有一些负反馈吧就是
[177:59] 有些投资人不理解你嘛
[178:01] 但坦实来说我也
[178:03] 不觉得这是什么负反馈吧
[178:04] 就是
[178:05] 我后来其实我很早啊我觉得我就大概形成了一种状态就是
[178:10] 我没有特别在意
[178:11] 别人对我的
[178:12] 评价
[178:15] 就是比较低吧
[178:16] 程度比较低去在意
[178:18] 然后我更多的还是会去想
[178:20] 我们的目标是什么
[178:22] 我们要给这个世界带来什么价值
[178:23] 我们现在有没有在做正确的事
[178:25] 我接受
[178:26] 就是我们现在做的这些事
[178:28] 假设我内心认为我们是正确的
[178:30] 是实求是的
[178:31] 大家有一些不理解
[178:33] 不认可甚至是
[178:34] 瞧不上等等这个我也都ok
[178:38] 所以我觉得这个就是说
[178:40] 我在我们坚持要去做的这件事上
[178:42] so far
[178:43] 我觉得我没有什么
[178:45] 因为负反馈而肚咬过
[178:47] 如果有人评价你们产品不好
[178:49] 你怎么想
[178:50] 那我会第一时间去解决
[178:52] 第一时间去
[178:54] 我其实
[178:55] 很多时候我就去客户
[178:56] 然后我们在发展过程当中
[178:59] 确实产品很多时候有问题的
[179:01] 这是我觉得创业的过程当中常态
[179:03] 所以那我的办法就是说第一
[179:05] 我自己作为这事儿的第一责任人
[179:07] 我去客户现场
[179:08] 我去给客户
[179:09] 去这个解决
[179:11] 同时我要把这个体系建成起来
[179:13] 持续性能够解决这些问题
[179:14] 通过一个问题解决一类问题
[179:16] 然后因为很多时候身心事足
[179:18] 能够给
[179:19] 大家做表率
[179:21] 然后我也要求我的剪辑们也是这样做
[179:24] 身心事足
[179:25] 然后呢这个
[179:26] 在一线
[179:27] 获取一手信息
[179:28] 解决客户问题
[179:29] 然后给团队树立好榜样
[179:32] 还有几个快问快答
[179:33] 一个全球范围内你喜欢的食物
[179:39] 哇
[179:40] 平常对食物研究也不多
