[00:02] 就在京都在鸭川边上
[165:30] 所以你在一个相对
[165:33] 从竞争的纯竞争的角度
[165:36] 舒适一点的区域
[165:37] 但你也必须要认清楚一点
[165:41] 它一定不在今天跟AI的智能升级
[165:44] 斜着最大的地方
[165:46] 这也是本质上我为什么除了做新闻游戏以外
[165:50] 一定要做AI应用的一个原因
[165:52] 它确实肯定不是AI技术斜率最大的地方
[165:57] 你一旦进入AI斜率最大的地方
[166:00] 你又不太可能说它是个正确的事情
[166:03] 又人很少
[166:05] 这个就不太可能
[166:07] 我记得唐明森说的
[166:10] 你选牌桌来吧
[166:12] 要么选一个人傻钱多的是最好的
[166:14] 但是你说在AI圈里选到一个人傻钱多的
[166:15] 桌太难了
[166:19] 你要么选一个人强钱多的
[166:21] 第二档是人强钱多的
[166:23] Agent一定是个人强钱多的桌
[166:28] 然后你就想办法怎么去跟这些强人斗就好了
[166:32] 然后第三档是钱少人傻
[166:36] 某种意义上选
[166:38] 比如新年这样的事情
[166:40] 某种意义上是
[166:41] 不能叫人傻
[166:42] 但至少没有那么卷
[166:43] 没有那么卷
[166:44] 对
[166:45] 我们肯定不会去选一个钱少人强的地方
[166:48] 那就没有必要了
[166:49] 在游戏和Agent上
[166:50] 你自己怎么分配你的时间
[166:52] 我觉得游戏这个事情
[166:54] 在最初的半年到一年里
[166:58] 我管的会比较多
[167:00] 因为我觉得很多事的时间点是需要敲定下来的
[167:04] 比如说我们最后选择了单男主
[167:06] 一个男主
[167:07] 选择了2D的画风
[167:09] Live2D这套方案
[167:11] 再比如说我们它的人设
[167:13] 为什么是这个人设
[167:14] 然后里面的
[167:16] 到底哪些地方做AI
[167:18] 跟AI结合
[167:19] 要设计哪些AI的玩法
[167:21] 这个差不多在前半年到一年都定下来
[167:25] 因为游戏就是这样
[167:26] 你定完之后不能轻易乱动
[167:28] 周期长
[167:29] 太长了
[167:30] 你中间一推翻
[167:31] 那基本就是从头再来
[167:33] 所以在那个阶段
[167:35] 我觉得在游戏上花的精力还蛮多的
[167:37] 但目前这个游戏已经在量产的阶段了
[167:41] 内容量产的阶段了
[167:42] 我自己管的其实很少
[167:44] 因为我确实不是门外用户
[167:47] 我觉得团队里的
[167:49] 不管是策划美术文案运营所有的人
[167:54] 都比我懂
[167:55] 所以我现在管的就不会那么多
[167:58] 更多的时间还是在想Agent
[168:01] 当然有另外一个原因是
[168:04] 前面摸索那些事的时候
[168:06] 你能够知道自己喜不喜欢
[168:08] 就是喜不喜欢这个事
[168:10] 它不需要什么逻辑
[168:12] 你没有那个感觉
[168:13] 就是没有爱
[168:15] 或者说我用一个最通俗
[168:17] 最大实话的话
[168:19] 这公司的所有钱
[168:20] 如果亏在这件事情上了
[168:22] 你认不认
[168:23] 我当时做那些事的时候
[168:24] 我非常明确知道我绝对不认
[168:26] 你说游戏吗
[168:27] 不是
[168:28] 就是之前那些应用的探索
[168:30] 我做之前我就知道
[168:31] 如果公司的钱亏在这事上了
[168:32] 我绝对不认
[168:33] 所以这也是为什么
[168:35] 探索这些事的时候
[168:36] 我们非常收着
[168:38] 不管是在钱上
[168:40] 团队的心力的加班的程度
[168:41] 一定要控制住等等
[168:43] 但agent
[168:45] 我自己有一个明显的感觉
[168:47] 如果说所有钱输在这把上了
[168:52] 我可以接受
[168:54] 这个感觉还挺不一样
[168:56] 你自己的精神状态就很不一样
[168:58] 你就知道我要违反了
[169:00] 我要违反这个事情
[169:02] PPT这事亏空了你们公司
[169:05] 把你们公司的钱都亏光了
[169:07] 你愿意吗
[169:08] 纯PPT肯定不愿意
[169:10] 纯PPT肯定不愿意
[169:11] 但是
[169:13] 其实你看
[169:14] 说回我最开始愿景的问题
[169:17] 我说我想给自己做个AI朋友
[169:20] 但
[169:21] 说实话
[169:22] 心里面的朋友肯定不是我想要的
[169:24] 至少不是我的朋友
[169:25] 对
[169:26] 不是我的朋友
[169:27] 对吧
[169:29] 我觉得Docky背后的
[169:31] 我想做一个
[169:32] 帮我突破我能力边界的朋友
[169:34] 这就是我想要的朋友
[169:37] 所以
[169:41] 在给我造一个
[169:42] 突破我本人能力边界的朋友
[169:44] 这件事上亏光所有钱
[169:46] 我是可以的
[169:50] 回到创业初期目标
[169:52] 就是出发点的一个问题
[169:54] 因为我亏光了这个事
[169:56] 只有两个可能
[169:58] 一个是我做成了
[169:59] 那当然很好
[170:00] 对吧
[170:01] 我没做成
[170:02] 那一定是因为竞争输了
[170:03] 因为我相信这个事一定会发生
[170:05] 就一定有人能做成这件事
[170:07] 一定有人能给我做出一个
[170:09] 突破我本人边界的AI朋友了
[170:12] 一定可以有人做出
[170:13] 那这个就
[170:15] 那就算亏光了
[170:16] 那你也认吧
[170:17] 那就有人做成了
[170:19] 这个事是你愿意bats
[170:21] 且亏光公司所有钱的
[170:23] 且
[170:24] 就算真的万一万一
[170:26] 不是我做成了
[170:27] 你也
[170:28] 心里接受
[170:29] 对
[170:30] 我也不觉得这次创业很
[170:31] 就是回到那个
[170:33] 创业为什么会
[170:34] 就上次创业嘛
[170:36] 就是很迷茫
[170:37] 为什么要创业
[170:38] 我今天就在这事就不迷茫了
[170:40] 就只要我
[170:41] 只要我见证到这个事发生了
[170:43] 这个突破我能力边界的朋友发生了
[170:46] 那我觉得就值了
[170:47] 现在你们哪一款产品在做这个
[170:49] 就Doki
[170:51] Doki在做AI朋友
[170:53] Doki在做帮我突破能力边界的agent
[170:57] 这就是我认为
[170:58] 我将来的希望的朋友的这个作用
[171:01] 他也是一个朋友
[171:02] 现在还没有体现出这个
[171:04] 你未来会这么做
[171:05] 对我未来会这么做
[171:06] 所以PPT只是他的第一步是吗
[171:08] 我不能只用PPT来认识这个产品
[171:11] 对对肯定他不会一直做PPT嘛
[171:13] 对对对
[171:14] 所以你这个也是一个人格化的东西
[171:16] 现在不是
[171:17] 但我觉得最终是
[171:18] 因为我们现在解决的核心问题
[171:21] 肯定还是解决功能性的问题
[171:23] 就是你看我callback一下
[171:25] 之前讨论那个问题
[171:27] 就是你看朋友这个事很难
[171:29] 单独只为你提供情绪价值
[171:31] 或者叫人格化也好
[171:33] 或者叫陪伴也好
[171:34] 也很难单独提供这个价值
[171:35] 为什么不能只提供情绪价值
[171:37] 比如你交一个男朋友
[171:39] 他只给你提供情绪价值
[171:40] 可以吗
[171:41] 真的
[171:42] 说你想象一下
[171:43] 他没有任何实用价值
[171:45] 有人会找这样的男朋友
[171:46] 或者女朋友吗
[171:47] 我没见到过好像
[171:51] 没太见到过
[171:52] 对反过来说
[171:53] 如果有一个朋友
[171:55] 或者叫
[171:56] 咱们先不说他叫不叫朋友吧
[171:57] 有一个人
[171:58] 给你提供很多实用价值
[172:00] 他总帮你忙
[172:01] 或者说稳定帮你解决一类问题吧
[172:04] 我觉得他也是你的朋友
[172:06] 他就是他最后一定会成为你的朋友
[172:08] 我们习惯于叫这个叫工具
[172:10] 做产品来说
[172:13] 是
[172:14] 他确实不做任何人格化的
[172:16] 或者说他跟你的交互形式也有一些关系
[172:19] 比如你就是跟他点点点对吧
[172:21] 帮你解决一些问题
[172:22] 就是点点点
[172:23] 但我在做agent的时候
[172:25] 会有一个感觉
[172:26] 就是是我在跟他交流
[172:28] 他在干
[172:29] 不是我在干
[172:30] 这就有点不太一样了
[172:34] 我不知道你有没有这种感觉
[172:35] 就你包括我
[172:36] 你用minus
[172:37] 你肯定用过对吧
[172:38] 你明明感觉是他在干活
[172:39] 不是我在干活
[172:41] 对吧
[172:42] 我们做agent也是一样的
[172:43] 就是你几乎没有什么手动能做的事情
[172:46] 就是我在跟他说
[172:47] 他在干
[172:48] 我不满意你再跟他说
[172:49] 就甲方爸爸的感觉
[172:51] 对
[172:52] 现在你这个身份定位和朋友就是有区别的
[172:55] 对乙方吧
[172:57] 对
[172:58] 但我举个极端的例子
[173:00] 比如说我
[173:01] 因为我有孩子
[173:02] 对
[173:03] 我的孩子也有育儿嫂
[173:05] 她来带孩子
[173:07] 然后带孩子
[173:08] 带了可能将近三年的时间
[173:09] 就在我家里住
[173:10] 然后每天陪着孩子
[173:12] 所以我们一家人处得特别好
[173:14] 到现在每年孩子过生日
[173:15] 他仍然会回到我们的孩子
[173:17] 来给孩子过生日
[173:19] 所以你要说
[173:20] 大家也是雇佣关系
[173:21] 对
[173:22] 但我觉得也是完全有可能
[173:24] 能够做到一些
[173:26] 对
[173:27] 从PPT到这个朋友
[173:28] 你认为怎么过度
[173:30] 感觉很长
[173:31] 我不知道
[173:32] 就是我觉得这个肯定不是我
[173:34] 短期之内的核心目标
[173:36] 但是说我如果有
[173:38] 可以说反过来说
[173:40] 如果我真的有一个朋友
[173:42] 我希望他是能突破我边界的一个朋友
[173:45] 至于他怎么
[173:46] 他也能干活
[173:47] 他一定要帮我干活
[173:48] 他帮我实现我做不到的事情
[173:52] 这是我对他的期待
[173:53] 对
[173:54] 但是你说他最后怎么才能
[173:55] 真的是我的朋友
[173:57] 我觉得肯定是慢慢走着看
[174:01] 坦白说我们另一个角度
[174:03] 也许心里面坐着坐着
[174:04] 我们也会把他加上一些功能性的东西
[174:06] 说不定
[174:07] 对
[174:08] 我觉得是两个往中间走吧
[174:10] 往中间走
[174:11] 我觉得今天的AI发展
[174:13] 到了一个什么样的节点
[174:14] 在2026年的初步
[174:16] 如果我自己去判断的话
[174:18] 就是要回答
[174:20] 真的对于一个普通人而言
[174:23] 他到底能怎么用的问题了
[174:25] 今天大家绝大部分人用法
[174:27] 仍然是拿他当
[174:28] 对吧
[174:29] 就问他
[174:30] 百度百科加搜索
[174:32] 基本上还是用法
[174:34] 就是逗包
[174:35] 我觉得大部分人
[174:38] 还是没有办法充分用上
[174:39] 今天
[174:40] 就是要回答这个问题
[174:42] 你觉得未来会是一个非常分散的一个生态
[174:45] 还是一个比较垄断性的生态
[174:48] 你觉得你们的生态位是什么
[174:50] 我觉得这也是一个很有意思的问题
[174:53] 大家都在讨论垂直通用
[174:55] 这个词首先我觉得颗粒度有点大
[174:58] 大家就太抽象了
[175:00] 这个词太抽象了
[175:01] 还有模型公司和应用公司
[175:03] 就太抽象了
[175:04] 比如说我的一个基本判断
[175:08] 比如说
[175:10] Doki这样的正在做的
[175:13] 我们把自己定位是帮用户进行创作和表达的agent
[175:18] 我不认为这一个领域
[175:21] 会是再细拆很多的
[175:23] 比如说有一个PPT的agent
[175:25] 再有一个写文档的agent
[175:26] 我觉得不会的
[175:28] 我们是帮用户更好的创作和表达
[175:31] 创作和表达的agent
[175:32] 对我们专门解决创作和表达这个事情
[175:34] 我觉得这个领域未来不会有很多agent
[175:38] 但是
[175:39] 完全随便说
[175:40] 就是今天你看这个minus的很多重要use case
[175:44] 填资料收集
[175:46] 随便说
[175:47] 甚至一些锤类的资料收集
[175:49] 我觉得未必会和一个帮你创作的agent合到一起
[175:54] 我觉得它其实和上一个时代的APP之间的分界
[175:57] 没有特别本质的区别
[176:00] 没有特别本质的区别
[176:02] 就是你在抖音里也可以买东西
[176:05] 对吧
[176:06] 你在这个淘宝里也可以刷视频
[176:09] 但我觉得用户对你站在一个普通人类的角度
[176:13] 一个普通人的角度
[176:15] 他对于一个事情的认知是很难记很多的
[176:18] 他还是为一个又能自己好理解
[176:21] 又能够相对统一的概念去记住一件事情
[176:26] 如果你什么都能干
[176:28] 大约就是什么都不能干
[176:30] 包括今天刚才我举的比如说今天chatbot对吧
[176:37] 其实他你说对于普通人来说
[176:38] 他对于普通人来说
[176:40] 他对chatbot的印象是啥
[176:42] 就是有什么事问问他
[176:44] 拿他当一个问答来用
[176:46] 或者叫能帮你解答问题的熟人来用
[176:49] 我觉得这个边界是很难被突破的
[176:52] 就好像我跑到一个帮我回答问题的产品里
[176:58] 去做复杂的内容构建和创作
[177:02] 我觉得也是很奇怪的
[177:04] 他效率一定是有折损的
[177:06] 效率一定是很有折损的
[177:08] 而做过移动互联网产品都知道
[177:11] 你的主定位到下一层的任何一层漏斗折损
[177:15] 都会大大影响用户的留存
[177:19] 就好像视频号再怎么做
[177:22] 它也很难成为短视频的第一
[177:25] 毕竟有专门用户
[177:27] 用户可以为一个自己足够高频
[177:31] 足够常用的心智记住一个品牌
[177:35] 当然PPT肯定是不行的
[177:38] 但用户的日常表达和创作
[177:41] 我认为完全可以是一个独立的产品
[177:44] 反过来如果过度逆时
[177:46] 过度低频
[177:48] 用户也很难记住你
[177:50] 你怎么看名商品的那个产品
[177:52] 其实我用的不是很多
[177:56] 坦白说我用过一次
[177:58] 就webcoding产品
[178:00] 我觉得它肯定主要就是
[178:02] 我看到它的产品的话
[178:03] 我第一印象就是它的主要竞品肯定是
[178:06] loveable
[178:08] 主要就是loveable
[178:10] 这个也是个很红海的领域
[178:12] 坦白说也很红海
[178:14] 也很多webcoding的产品竞争
[178:16] 但它们具体发展怎么样
[178:18] 说实话我真的不是太清楚
[178:20] 我对关注的比较少
[178:22] 其他人的产品关注的比较少
[178:24] 你们产品是处于即将要上线的状态
[178:26] 你现在心情怎么样
[178:28] 你对它的期待是什么
