[00:04] 我应该是公司第一个离职的人
[192:25] 你发现问题之后
[192:27] 你其实可以解决的
[192:29] 嗯
[192:30] 啊就像
[192:31] 就像传统的这个企业
[192:33] 你不像这种传统的企业
[192:34] 就在他做办的时候有问题
[192:36] 你有对应的这个手段去解决
[192:39] 嗯那其实remote的时候
[192:41] 也是有方法去解决
[192:43] 比如我们刚才提到说
[192:44] 孤独和信任这两个问题
[192:46] 对吧
[192:47] 那我们
[192:48] 其实内部就有一个
[192:50] 一个这个
[192:52] 就是一个计划
[192:53] 叫温暖可信计划
[192:55] 那个对应的是孤独和
[192:57] 这个不可就是
[192:58] 失去信任
[192:59] 嗯
[193:00] 他是他是可以有一系列的工作方法
[193:02] 来去支撑他的
[193:03] 怎么温暖可信
[193:04] 比如说我们内部
[193:07] 就是我们有一个内部的朋友圈
[193:09] 就你在飞书里面
[193:10] 每一个人可以去建一个自己的话题组
[193:13] 你可以在这个话题组里面去发起一个话题
[193:16] 嗯
[193:17] 就他他就是一个内部的朋友圈
[193:19] 嗯
[193:20] 你想的你想
[193:21] 你想发什么其实都可以
[193:23] 可以是跟工作相关
[193:24] 也可以是跟工作部相关的
[193:25] 你就会发现说
[193:27] 其实大家并不怎么发微信的朋友圈
[193:30] 但是大家很喜欢发公司的朋友圈
[193:32] 啊
[193:33] 甚至在公司的朋友圈里面去写很长的小作文
[193:38] 嗯
[193:39] 然后去讨论很多生活的八卦
[193:42] 层级感肯定是不重的对吧
[193:45] 我们没有什么层级感
[193:47] 因为因为公司其实并没有所谓的管理岗
[193:52] 就是我们没有manager这个角色
[193:55] 就是每一个fonder
[193:56] 他也是有自己憨葬的这个工作方向的
[193:58] 每一个fonder
[193:59] 对每一个fonder啊
[194:01] 啥意思
[194:02] 就是就是fonder这个级别的人
[194:06] 你们有几个fonder
[194:07] 我们有三个co-founder
[194:09] ok
[194:10] 对就是大家都是憨葬再去再去工作的
[194:12] 其实没有太多要管理的事情
[194:15] 你是主要负责啥的fonder
[194:17] 我就是模型产品经理啊
[194:19] 哦
[194:20] 还有另外两个co-founder
[194:22] 他们是怎么做的
[194:23] 他们是做什么方向
[194:24] 啊
[194:25] 他们去做复杂编辑器的底层的架构
[194:28] 啊
[194:29] 还有就是我们刚才讲的整个这个system2
[194:31] 的这一部分的工程架构
[194:33] 嗯
[194:35] 你刚才也讲到你们开始的时候很困难
[194:38] 就是在刚开始24年初起步的时候
[194:41] 然后后来是怎么完成融资的
[194:43] 然后你是怎么凑齐现在这个团队的
[194:46] 嗯
[194:48] 就首先我们的融资是一种
[194:50] 怎么说呢
[194:51] 就是
[194:53] 就是我们并
[194:54] 我们我们其实没有去做
[194:56] 这种很很正式主动的那种融资啊
[194:59] 为什么
[195:00] 两个点一个是
[195:02] 呃一个是当时那个时间点确实
[195:05] 是一个资本市场比较差的时候
[195:07] 它处于一个大模型
[195:08] 刚刚投完
[195:09] 然后应用公司还没有形成共识的那个阶段
[195:11] 嗯
[195:12] 对所以
[195:13] 这也是我后来才知道的
[195:15] 哈哈
[195:16] 对
[195:17] 所以那个时间点
[195:18] 啊
[195:19] 它融资天然就是
[195:20] 就是一个挺困难的事情
[195:22] 啊
[195:23] 所以我们是做好了boost drive的准备的
[195:26] 哦
[195:27] 就是没有钱
[195:28] 哦
[195:29] 呃如果我们boost drive的方式的话
[195:31] 就不会像今天这样去做一个
[195:33] 就是用这么
[195:35] 重的这种方式
[195:36] 用生成系统的方式去做
[195:37] 我们可能就会
[195:38] 像海外的很多工具产品
[195:40] 这样从一个很小的功能点去切入
[195:43] 啊
[195:44] 然后就开始去赚钱
[195:45] 然后再
[195:46] 以谋后路吧
[195:47] 哈哈
[195:48] 对
[195:49] 那对这件事情的转机来自于说
[195:53] 呃就去年下半年
[195:55] 然后到
[195:56] 其实去年下半年开始有回暖
[195:58] 然后再到deep seek和minus
[196:01] 就是把整个应用这件事情的资本的热情给
[196:07] 哎对给激发出来了
[196:09] 对
[196:10] 所以我经常跟朋友讲
[196:11] 就是大家
[196:12] 大家都应该给minus磕一个
[196:15] 哈哈
[196:16] 大家都是
[196:17] 大家都是这个受到这个minus的庇佑
[196:21] 是minus不是deep seek吗
[196:23] deep seek是deep seek是
[196:27] 是激发起了大家重新激发起了大家的那个热情
[196:31] 但是minus是对应用这件事情来讲是更本质的
[196:36] ok
[196:37] 对
[196:38] deep seek是说哎有开源的模型
[196:40] 它可以效果也可以很好
[196:42] 那就证明可能大家未来都可以有很好的这个机座的这个能力
[196:46] 对吧
[196:47] 嗯啊但是就minus对于我们来说肯定是肯定是更重要的
[196:51] 嗯对呃那就是资本市场变好了
[196:55] 那我们
[196:56] 我们
[196:57] 可能也是不断阶段性的再去deliver出来一些东西
[197:00] 就虽然我们就是正
[197:02] 就比如说正式产品发布它是
[197:05] 呃相对呃相对相对晚一些
[197:08] 但是其实在中间的这些阶段它是会有
[197:11] 呃不断是有这个minus动了
[197:13] 比如说我们产品没有发布之前
[197:14] 其实已经在赚钱了
[197:16] 就是我们的理念是自己先用这个东西去去赚到钱
[197:19] 你们现在怎么赚钱
[197:21] 就比如我们现在没有发布的那个产品
[197:24] 啊它其实
[197:25] 就是
[197:26] 就我们刚才讲说那种潮这个潮玩视频的这个品类
[197:29] 其实就是这个客户用我们测试吧
[197:32] 嗯来去支持了
[197:33] 嗯然后他给你们怎么付费呢
[197:36] 就算就还是算那个工具的那个那个token
[197:40] 你现在能赚多少钱
[197:42] 就包括我自己
[197:43] 其实也用产品赚到过钱
[197:45] 你就是mideo这个产品
[197:47] 对就是我自己用mideo做视频
[197:49] 然后发到
[197:50] 这其实是去年年初的事情
[197:52] 就是比较早的那版mideo
[197:54] 然后我用它去做视频
[197:55] 然后我发到平台上面
[197:58] 就是我自己那个号差不多做了一个多月吧
[198:01] 就在视频号去做
[198:03] 可能有总共有200多万的播放量
[198:06] 哦这么多
[198:08] 然后然后我一开始就不知道它能赚钱的
[198:11] 就突然有一天他提示我说
[198:13] 哎你有那个什么
[198:16] 就是有那个那个到账
[198:18] 就是对我去看了一眼
[198:20] 就是他的那个就视频号里面
[198:22] 他的流量是即使你没有挂任何货币
[198:24] 就是即使你没有挂任何广告
[198:26] 他也是会给你分成的
[198:28] 嗯啊就是还有几百块钱
[198:30] OK
[198:31] 对所以就是从那个时间点
[198:33] 我就我就意识到说
[198:35] 哎这个产品他真的能赚到钱
[198:36] 对然后包括就是最近我们现任的产品
[198:40] 也会发现说原来是有那么头部的这种创作者
[198:44] 啊他是每天在用
[198:45] 而且把周围的人的号全部都借了一遍去充钱
[198:49] 然后新版的这个产品能够让
[198:51] 嗯就是我们刚才讲说
[198:53] 可以他打穿一个品类
[198:55] 嗯对所以就至少证明他是能赚钱的
[198:59] 嗯那你团队是怎么凑齐的
[199:03] 哦对刚才还提了这个问题
[199:05] 我们我们是传销模式
[199:07] 嗯就是拉人
[199:10] 对我们的我们的同事基本上都是一度和二度人脉
[199:14] 从哪些公司来
[199:16] 什么公司都有啊
[199:18] 但其实比如上一家公司就是在大厂的
[199:21] 呃不多
[199:22] 就很多人的经历是或者说比较典型的画像
[199:26] 是一开始在大厂或者说比较比较好的那种创业公司
[199:31] 然后后来就自己出来啊独立创业
[199:34] 或者是加入一个非常早期的公司
[199:36] 对就是前就是就是来我们这的前一份的工作的画像
[199:40] 大部分是这样
[199:41] 就是我们的就叫那个创业者的那个比例会很高
[199:47] 就是我们可能有一半左右的人之前是做过
[199:51] 这个方的是或者是口方的的这样的角色的
[199:55] 然后对然后还有还有另外比例很大的人是在
[200:01] 就可能从那个公司一成立开始
[200:03] 或者就是这个公司这个成立时候的核心的员工
[200:07] 嗯
[200:08] 哪些公司啊可能是
[200:10] 什么类型的公司啊
[200:12] 啊什么类型都有啊就工具公司ai公司
[200:15] 对什么都有嗯
[200:17] 我特别喜欢听你讲畅想啊
[200:19] 因为你特别想推演啊
[200:21] 所以说民科太民科了
[200:23] 这个从互联网到ai到底还会发生什么呀
[200:28] 我觉得刚才我们讲了信息商品的可能的演变
[200:32] 嗯那在其他环节呢其他生产环节呢
[200:35] 我觉得我们可能再来民科一把
[200:39] 我觉得民科的部分我们聊的有点多
[200:44] 嗯五年后再来看看吧十年后
[200:47] 嗯是的是的
[200:48] 对我觉得几个点一个点刚才有提到就是从
[200:51] 这个分配经济
[200:53] 然后到生产经济
[200:55] 呃
[200:56] 这刚才已经聊过了
[200:58] 对吧就从分销平台到产销平台
[201:00] 嗯啊这会是从产品形态
[201:02] 然后到未来商业模式都会有一个巨大变化
[201:04] 然后可能再具体一些
[201:06] 比如到
[201:08] 比如到呃具体的这个产品的这个生产
[201:13] 其实之前大家生产的都叫单点内容
[201:18] 对就是就是我我每个人生产的是一个
[201:23] 是一份内容
[201:25] 然后这个内容它在一个公寓的这个池子里面
[201:29] 接受算法的这个匹配
[201:31] 然后内容之间它是缺乏连续性的
[201:33] 嗯嗯那我们刚才其实也讲过说在这个生产系统里面
[201:39] 未来的生产者他生产的其实是叫recipe
[201:42] recipe本身上是一种方法
[201:45] 它不代表任何一份具体的内容
[201:48] 它并不代表这个视频A视频B
[201:51] 而是代表着视频A和B的内容
[201:52] 而是代表着视频A和B的一种生产的
[201:54] 就是抽象出来有有有共同有通用性的内部
[201:58] 所以它对应的就不再是单点内容了
[202:02] 而是你可以把它称为叫IP
[202:05] 就是它是有一些共同属性的连续内容
[202:08] 对所以就是生产的东西其实变了
[202:11] 不再是生产单点的一份一份的东西
[202:13] 啊而是有共同属性的内容
[202:16] 它们组合它们组成的其实就是
[202:19] 就我们其实没有想到更好的词
[202:20] 就是IP可能也没有那种
[202:22] 那么准确
[202:23] 但是现在只能用这个词来去来去代替它
[202:27] 对第三点是说因为是一个经济体系嘛
[202:30] 那一定一定是有它的货币的
[202:36] 这个货币我们认为也会发生变化
[202:39] 为什么就是之前的货币其实大家要注意力
[202:43] 就是就刚才举的那个例子
[202:46] 就是为什么要出现那种那么奇怪的内容形式
[202:50] 什么两三秒钟让你突然看
[202:52] 看一下又看不清
[202:53] 它本质是因为它能够
[202:55] 对它能够更好的去获得你的注意力
[202:57] 嗯就是注意力是这套经济系统里面的货币
[203:00] 对因为平台需要这个
[203:03] 对那这个货币它会随着生产端内容的风率
[203:09] 就是它的性质会发生变化
[203:12] 嗯啊因为内容太多了
[203:14] 然后这个注意力是有限的
[203:17] 对人的注意力是有限的
[203:19] 这个时长也是有限的
[203:20] 那它不够分配的时候
[203:22] 又要就是它的这个价值就会就会转移
[203:27] 嗯它会转移到什么呢
[203:28] 我们把它称为叫信任
[203:30] 比如说你的你的内容
[203:32] 你的内容它不是啊不是所谓那种
[203:37] 就是最能够适合普通大众去消费的那类内容
[203:42] 嗯所以它在流量池子里面
[203:44] 它天然权重是低的
[203:45] 嗯对吧
[203:47] 嗯但是啊但是你的内容它的价值是高的
[203:51] 因为你的受众的人群它的价值是高的
[203:54] 嗯就看你耗的人的平均收入水平
[203:58] 平均学历一定很高
[204:01] 嗯对那如何去把这些人他们的价值
[204:06] 就是给提炼出来
[204:08] 它其实就不是一个简单的注意力了
[204:11] 因为这些人的注意力和其他的注意力
[204:15] 就是就是每个人的消费能力不同
[204:17] 他这个注意力那个价值肯定是肯定是有差别的
[204:20] 但是它的差别不那么大
[204:22] 对一个公公寓的流量池子来说
[204:24] 嗯但是这些人
[204:28] 他对你的就是他对你的这个号的这个价值
[204:32] 其实不简单是注意力的一个价值
[204:35] 不简单是那几秒就是那那几十分钟去读你文章的价值
[204:41] 而是会产生一份对你的信任
[204:46] 嗯对这个频道的信任
[204:49] 嗯
[204:50] 叫直接那个玩游戏来说暴雪出品必属精品
[204:54] 嗯虽然虽然今天这个暴雪暴雪已经不行了
[204:58] 但是早年的时候就是这是暴雪
[205:01] 它本身就是一种信任
[205:02] 就只要它出了游戏
[205:03] 大家就一定认为是嗯非常好的
[205:05] 对那呃我们刚才讲说在生产端
[205:09] 它拥有了对一系列内容的生产能力
[205:13] 所以这个内容它从单点的变成了就是系列连续的
[205:19] 它变成IP
[205:20] 那与IP所对应的那个货币它就从注意力变成了信任
[205:25] 就什么意思
[205:26] 呃比如说substack medium
[205:31] 它不是一个流量分配的逻辑
[205:33] 它是我信任这个作者
[205:35] 我订阅了他的专栏
[205:37] 嗯
[205:38] 对这件事情在今天它是已经在发生的
[205:41] 但是它还并没有那么普及
[205:43] 但是它好像互联网时代就发生了
[205:45] 它不需要到AI时代了
[205:47] 它没有普及
[205:48] 它没有成为主流
[205:49] 就是那个信任它并不是主流的货币
[205:51] 为啥AI时代会成为主流
[205:53] 这个跟AI的关系是什么
[205:54] 好问题
[205:55] 还是回到生产力这个
[205:57] 呃就是还是回到这个生产端
[205:59] 嗯
[206:00] 因为之前这些内容的生产能力是匮乏的
[206:04] 就是之前要去稳
[206:06] 稳定的去生产出好内容
[206:08] 这件事情是难的
[206:10] 必须要有足够多的内容来去填充这个大的这个池子
[206:16] 嗯
[206:17] 嗯
[206:18] I
[206:19] 这个这个是这个是好理解的对吧
[206:21] 嗯
[206:22] 那今天的话如果是通过recipe再加上一个生产系统
[206:28] 来去做内容的供给
[206:31] 啊那其实就是所谓同一种质量
[206:34] 或者说越来越高质量的供给
[206:36] 它就不是稀缺的了
