[00:05] Hello 大家好,我是小骏
[00:07] AI 业界有两个尧舜宇
[00:09] 一个从OpenAI跳槽到了腾讯
[210:24] 我觉得我觉得和和和作物理说还是不一样
[210:26] 我觉得作物理说还是存在着一些
[210:28] 我觉得真的比我聪明太多的人啊
[210:32] 比如我我读博的时候
[210:33] 我那个年轻老板就是我觉得他
[210:35] Douglas Stanford
[210:36] 我觉得他就比我聪明太多了
[210:38] 啊
[210:39] 我觉得他
[210:41] 可能也是看到他
[210:42] 就觉得自己待在那个领域也没什么没什么用啊
[210:45] 有他了还要我干嘛呢
[210:46] 对吧
[210:47] 哈哈
[210:48] 你跑到AI来降维打击一下是吧
[210:49] 也没降维打击
[210:50] 但是反正就感觉AI这个事本来也不太需要脑子啊
[210:54] 不太需要脑子
[210:55] 真的不太需要脑子
[210:56] 需要什么
[210:57] 我觉得这个这个行业就是最重要的特质就是靠谱
[211:03] 就是做事细
[211:04] 然后对自己做的事负责任
[211:06] 这是最重要的特质
[211:08] 你说那些东西有多需要脑子呢
[211:11] 脑子我觉得都是一些本科生就能干的活
[211:19] 可是你说AI没有个人英雄主义
[211:21] 现在一个AI研究员的价格炒的多高啊
[211:24] 跟球星转会一样
[211:26] 我不知道是好事还是坏事
[211:28] 对我个人来说
[211:29] 我当然很高兴
[211:30] 然后我受益于这个对吧
[211:32] 哈哈
[211:33] 但是但是嗯
[211:35] 实际上来说
[211:36] 我并不知道这个事是不是
[211:38] 是不是一件好事
[211:40] 你觉得为什么价格会变得这么高
[211:42] 我觉得可能一方面是大家觉得这个事很稀缺吧
[211:47] 但是它实际上可能确实也没那么充足
[211:50] 就是因为训练一个人
[211:52] 虽然这事没那么难
[211:53] 但是你训练一个人是需要一个环境的
[211:55] 就你得有那个机会去接触这件事
[211:58] 你才能学会这件事
[211:59] 你没有那个机会
[212:00] 你就是再聪明也没用
[212:02] 那可能过去能撞到这个机会的人没有那么多
[212:06] 所以说在世界上来说
[212:08] 可能是比较稀缺
[212:09] 从这个角度上来说
[212:10] 嗯
[212:11] 但是我觉得另一方面也是
[212:13] 可能对人的炒作有点过分了
[212:16] 对
[212:17] 非常喜欢神话个体现在
[212:19] 对
[212:20] 我觉得真的
[212:23] 就是再说一次
[212:25] 这是个集体主义的事
[212:27] 哈哈
[212:28] 那很多人也会很好奇
[212:30] 因为嗯
[212:33] 可能很多公司也想招AI的人
[212:36] 那你觉得最重要的还是要靠谱
[212:39] 这个有什么衡量指标呢
[212:41] 能够快速的判断一个人靠不靠谱
[212:43] 做事稀不稀
[212:44] 每个人都有一些自己衡量的方法
[212:49] 然后我当然也有一些自己的trick
[212:51] 就是
[212:52] 我以前好像有出一道面试题
[212:56] 然后那个
[212:57] 我可以大概讲一下这个
[212:58] 这个应该不适合秘词
[212:59] 我也应该可以讲
[213:00] 嗯
[213:01] 那面试题其实很简单
[213:02] 就是说
[213:03] 我需要这个人在24小时之内
[213:06] 然后完成一个强化学习的项目
[213:10] 从0到1
[213:12] 就是他要自己去选用什么样的模型
[213:15] 我告诉他他有的资源是什么样的
[213:17] 然后他就去选用什么样的模型
[213:18] 用什么样的数据
[213:19] 用什么样的算法
[213:21] 然后把这个模型迅出来
[213:22] 24小时之内
[213:23] 就是我给他让他24小时去完成这个事
[213:26] 然后24小时结束之后
[213:27] 他会跟我有一个小时的讨论
[213:30] 然后这个事呢
[213:31] 其实在AI时代没有那么难
[213:34] 没有AI的时候这是不可能的
[213:35] 没有人能从24小时之内把它做出来
[213:37] 但有AI之后其实特别简单
[213:38] 因为AI能帮你全套做
[213:39] 但为什么还要做这个事呢
[213:41] 有两个原因
[213:42] 有很多原因
[213:43] 其中涉及成这样的两个原因
[213:46] 一个原因是因为
[213:47] 我觉得在这个时代去
[213:49] 还去考察别人
[213:50] 比如代码写的好不好
[213:52] 其实没用
[213:53] 因为绝大多数人不用自己写代码
[213:56] 然后他更重要的是
[213:59] 他能不能有效的利用AI
[214:01] 那这个是一个方面的考察这个问题
[214:03] 第二方面是
[214:04] 这个事其实有一个陷阱
[214:06] 就是如果你全盘让AI做了
[214:08] 但你最后没有试图
[214:09] 好好理解AI为你做了什么
[214:11] 那在那一个小时的讨论里面会露馅
[214:14] 那个是一个会挂人的地方
[214:17] 所以说那个考验的另一件事
[214:19] 就是说你有没有真的和AI形成了协作
[214:21] 还是说你就全权扔给他
[214:23] 那个是我
[214:24] 我觉得我个人看中的事
[214:26] 那个其实也是他
[214:27] 这个人是不是做事靠谱的一部分
[214:30] 当然这个题目的设计
[214:33] 本身也有一些比较阴暗的巧思
[214:36] 就是说为什么设计成24小时
[214:38] 就是为了看这个人有多看重这个机会
[214:42] 可能熬夜
[214:43] 对
[214:44] 如果他足够熬夜
[214:45] 他就能撑住这24个小时
[214:47] 如果他撑不住
[214:49] 那只能说他可能对这个机会也没有那么看重
[214:53] 那对于比你更年轻的人
[214:55] 你觉得他们现在来AI还是一个很
[214:59] 很蓝海
[215:00] 就很有机会的地方吗
[215:01] 我觉得纯做语言模型已经不是一个蓝海了
[215:05] 我觉得晚了
[215:06] 就是木班车已经发车了
[215:08] 木班车已经发车了
[215:09] 木班车那班是哪一班
[215:11] 我感觉我入行的就是那个木班车
[215:14] 然后可能有确实在我入行之后
[215:17] 当然还有些新的人
[215:18] 但我觉得他们就没有机会能结霜那么好的机会了
[215:21] 就是能在一个还没那么小
[215:23] 没有那么大的团体里做一件事情
[215:25] 他们可能就很少能遇到这样的机会了
[215:27] 对
[215:28] 但是我觉得AI它是一个很大的方向
[215:32] 语言模型只是其中的很小很小一个部分
[215:36] 还有很多别的事情
[215:37] 比如刚刚说的多么太生成
[215:39] 那可能还有很多机会
[215:40] 机器人那可能更机会更多
[215:43] 然后包括更夸张的就是有比如说
[215:46] 你能不能用AI去帮助一些真正的科学问题
[215:49] 比如说帮助这个做量子调量子调控之类的
[215:53] 那可能就是更更蓝海
[215:55] 那都是blue sky的事
[215:57] 所以说我觉得对于足够年轻的人来说
[216:03] 可能做现在最热火的事并不是一个正确的选择
[216:06] 做现在没有人做到的事可能更多的是一个好的选择
[216:11] 你自己未来会怎么发展
[216:13] 你会在Google很久吗
[216:16] 我觉得应该不会
[216:19] 这么公开的说吗
[216:21] 我觉得应该不会
[216:23] 我觉得我还是会尝试去挑战自己的
[216:29] 然后
[216:30] 要折磨自己
[216:31] 对要折磨自己
[216:32] 但是我就是可能需要找到一个值得折磨我自己的事儿
[216:36] 如果AI不是本质的难的话
[216:39] 你会不会做的觉得无聊啊
[216:41] 你对你的挑战在哪啊
[216:42] 我觉得它虽然不难
[216:44] 但是你知道和不知道还是有一个gap的
[216:48] 就是你从完全不知道这其中细节到慢慢理解这其中的细节
[216:53] 理解它怎么运作的之类的
[216:55] 这些事情我觉得还是需要花时间花力气的
[216:58] 然后当你理解之后
[216:59] 我觉得对这个事儿也是会对你未来做
[217:02] 比如不管你是做产品相关
[217:04] 还是说往别的AI的方向走
[217:06] 方向去发展
[217:07] 我觉得都是长期来说会有帮助的
[217:10] 你未来想在哪里去发展
[217:12] 我觉得都是可能
[217:14] 没想好该怎么折磨自己
[217:16] 你不应该不会再跳去另外一个大公司了吧
[217:20] 应该不太会
[217:22] 你觉得你在Anthropic上学的
[217:24] 和在Google Demand学的有什么不一样
[217:27] 我觉得还是挺不一样
[217:28] 我觉得在Anthropic就是你可以把一个事了解很
[217:31] 把一条线就是language model这条线
[217:34] 的方方面面的了解的很透
[217:36] 它给你这样的机会
[217:38] 然后在Google它更多的是一种横向
[217:41] 就是它有很多不同的方面
[217:43] 很多不一样的人
[217:44] 然后你能见到不一样的视角
[217:46] 也能见到不一样的研究方向
[217:48] 就是你都可以看见
[217:50] Anthropic是因为它BAT的足够的坚定
[217:54] 所以你能理解的更纵向
[217:56] 你有想过用AI去解决物理问题吗
[218:00] 有人在干
[218:02] 所以我觉得不需要我去干
[218:04] 你对这个没有本质的兴趣
[218:06] 我觉得这个事就是
[218:07] 首先我觉得目前对我来说不是最高优先级
[218:11] 我觉得如果哪天我觉得我把我手上
[218:14] 最高优先级的事解决了
[218:15] 我又没有找到别的事干
[218:17] 我可能会去干这个事
[218:18] 你现在最高优先级是什么
[218:20] 我现在最高优先级是
[218:21] 就是把我刚才说的这两个事情
[218:23] ML coding和Lang Horizon
[218:26] 把它至少推进到一个
[218:28] 就是和同时能够把它推进到一个比较
[218:31] 我觉得比较稳定的状态吧
[218:33] 那个我觉得是我的最高优先级
[218:36] 但是可能之后也会有别的优先级
[218:38] 但是自用AI做物理
[218:40] 我觉得是一个已经有很多人在试着做的事
[218:44] 然后多一个我不多少一个我不少
[218:48] 不如就让别人先干
[218:50] 你有特别崇拜的物理学家吗
[218:52] 也没有
[218:53] 有
[218:54] 但是有点多
[218:55] 不知从何说起
[218:58] 物理学家有
[218:59] 人工智能科学家没有
[219:01] 嗯
[219:02] 但是这个跟人的成长经历有关吧
[219:04] 就我觉得就是
[219:06] 一个成年人是很难真的崇拜一个人的
[219:09] 那一个儿童可能会
[219:11] 嗯
[219:12] 崇拜过谁啊
[219:13] 我觉得就物理学其实还有很多
[219:16] 就真的挺
[219:19] 挺强的
[219:20] 当然就是大家都说的那种
[219:22] 是不是一百年前那种人就不说了
[219:24] 就是什么什么爱因斯坦
[219:25] 海森伯格这些就不说了
[219:26] 然后包括大家后来都知道的什么
[219:28] 像Frank杨
[219:29] 就杨战年这些也都不说了
[219:31] 然后像我之前做托普拉之国
[219:34] 体系的时候
[219:35] 其实有一个
[219:36] 他后来也难落脚
[219:37] 就是那个好战
[219:38] 嗯
[219:39] 就是你会发现这些人他
[219:41] 他
[219:42] 有些异常的远见
[219:44] 就是他在他那个时代显得格格不入
[219:47] 但是你好像最开始做
[219:50] 好战model和这些
[219:52] 分数量子
[219:53] 画像相关的事的时候
[219:54] 离最后大家搞明白这些透负物态过了
[219:58] 好几十年
[219:59] 嗯
[220:00] 在那个时候他能够觉得这事重要
[220:02] 然后一直在自己在推进这事
[220:04] 我觉得这是一个很很不容易的
[220:06] 当然我觉得你要非要在人工智能找一个类似人
[220:08] 我觉得可能Jeffrey England是吧
[220:10] 就是在大家都觉得这事
[220:12] 可有可无或者不那么确定的时候
[220:15] 他一直在这个方向做
[220:16] 嗯
[220:17] 那我觉得这可能是一个英雄级别的人物
[220:19] 嗯
[220:20] 在他之后呢
[220:21] 呃
[220:22] 也在他之后
[220:23] 我觉得
[220:24] 嗯
[220:25] 我觉得可能也有一些英雄的集体了
[220:28] 就是比如像transformer
[220:29] 就呃呃
[220:30] 呃
[220:31] 呃
[220:32] 和那些
[220:33] 呃
[220:34] 那个
[220:35] 啊
[220:36] 是一事啊
[220:37] 你可以他们那可能是一个英雄集体
[220:38] 嗯
[220:39] 那你讲过一个特别让我印象很深的话
[220:41] 我在这个行业又没有什么导师
[220:43] 又没有什么旧友
[220:44] 我小喷水喷水
[220:46] 这可能就是不做AI的好处嘛
[220:48] 哈哈
[220:49] 不做AI出身的好处啊
[220:50] 对
[220:51] 就是
[220:52] 真的没有什么负担
[220:55] 就是
[220:56] 没有哪个老的
[220:58] 是你的亲属
[220:59] 所以你觉得他傻
[221:00] 他就是傻
[221:01] 就可以直接说他傻
[221:02] 没有无所谓的
[221:03] 啊
[221:04] 你以前也这样吗
[221:05] 我觉得我做学生的时候还挺收敛的
[221:07] 哦
[221:08] 但我后来发现
[221:09] 疏连
[221:10] 没用
[221:11] 对自己也没好处
[221:12] 对别人也没好处
[221:13] 还是
[221:14] 更直接的表达自己的想法是最关键的
[221:16] 我觉得直接表达自己的想法是一个
[221:18] 短期一定会有人恨
[221:19] 对吧
[221:20] 嗯
[221:21] 嗯
[221:22] 嗯
[221:23] 嗯
[221:24] 嗯
[221:25] 嗯
[221:26] 嗯
[221:27] 嗯
[221:28] 嗯
[221:29] 但是长期大家会
[221:30] 会欣赏的
[221:31] 这些
[221:32] 哦
[221:33] 你最近听谁说话特别纯
[221:34] 把这个名字低调些写
[221:35] 我就
[221:36] 我兄弟一直听说
[221:37] 哈哈
[221:38] 哈哈哈
[221:39] 哈哈
[221:40] 哈哈
[221:41] 而且纯得始终如一
[221:42] 哈哈
[221:43] 哦
[221:44] 嗯
[221:45] 她有没有可能是那个对的人呢
[221:47] 我觉得
[221:48] 她说的话
[221:49] 用Poly的话来说就是
[221:51] Not even wrong
[221:52] 对
[221:53] 因为不良好定义
[221:54] 你很难说她说的是对是错
[221:56] 对
[221:57] 嗯
[221:58] 有一天可能
[221:59] 有一个不一样的犯事发生了
[222:02] 他就可以跳出来说
[222:03] 我当年说过这个这个这个
[222:04] 但是你就发现
[222:06] 可能如果犯事是这种状态
[222:08] 他也能说一样的话
[222:09] 这就是我为什么很讨厌这种
[222:11] 很veg
[222:13] 很模糊的人的原因
[222:16] 因为一个事模糊
[222:17] 就是没有意义的
[222:19] 你为什么觉得他说话很模糊
[222:21] 没有正确的定义
[222:22] 就是
[222:23] 是一种模棱两可
[222:25] 如果他有正确定义的话
[222:28] 我可以解释他为什么有正确定义
[222:29] 但他没有正确定义的话
[222:30] 我没有办法解释他
[222:31] 为什么没有正确定义
[222:32] 因为他真的没有正确定义
[222:33] 我觉得起码
[222:37] 还是一个很良好定义的事
